PMVL[Holding date],PMVL[GROUPE],PMVL[Quote],PMVL[Quote Mode],PMVL[Quantity],PMVL[Inst. Nominal],PMVL[Purch. Val. (clean) (ptf cur.)],PMVL[VNC Agrege dirty (ptf cur.)],PMVL[PRMP MtM],PMVL[RefUnik Position],PMVL[Ref Unik Asset],PMVL[CIC],PMVL[Inst Num],PMVL[Ref Unik Codes Completed],PMVL[PRMP VNC],PMVL[PRMP PMVL],PMVL[PFMIndice.Perf J / J-1],PMVL[MtM Estimé],PMVL[PMVL Estimé],PMVL[CANTON],PMVL[3A],PMVL[PRATIC_PMVLEstimée],PMVL[PMVL Estimée + PRATIC],PMVL[MtM Estimée + PRATIC],PMVL[Ref Unik Light],PMVL[Ptf name],PMVL[Parametres_Indices.TICKER],PRMP_PMVL_future,target
2026-02-11,Groupe MH,136.45,P,139427.4806,100,18499109.134381074,18499109.134381074,19024879.73,PP,FC_Taux_Infl,FR42,3215199,PP_FAC_Taux_Infl,18499109.134381074,525770.595618926,0.0037878915436121,19096943.911047507,597834.7766664326,AUXIA AG,Hors mandat AUXIA AG,0.0,597834.7766664326,19096943.911047507,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,525770.595618926,False
2026-02-17,Groupe MH,136.45,P,139427.4806,100,18499109.134381074,18499109.134381074,19024879.73,PP,FC_Taux_Infl,FR42,3215199,PP_FAC_Taux_Infl,18499109.134381074,525770.595618926,0.0005970962821231,19036239.41495462,537130.2805735469,AUXIA AG,Hors mandat AUXIA AG,0.0,537130.2805735469,19036239.41495462,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,0.0,False
2026-02-18,Groupe MH,136.45,P,139427.4806,100,18499109.134381074,18499109.134381074,19024879.73,PP,FC_Taux_Infl,FR42,3215199,PP_FAC_Taux_Infl,19024879.73,0.0,0.0008304886041286,19040679.675810684,15799.945810683072,AUXIA AG,Hors mandat AUXIA AG,0.0,15799.945810683072,19040679.675810684,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,0.0,False
2026-02-25,Groupe MH,136.45,P,139427.4806,100,18499109.134381074,18499109.134381074,19024879.73,PP,FC_Taux_Infl,FR42,3215199,PP_FAC_Taux_Infl,18499109.134381074,525770.595618926,0.0020251599484069,19063408.15445245,564299.0200713798,AUXIA AG,Hors mandat AUXIA AG,0.0,564299.0200713798,19063408.15445245,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,525770.595618926,False
2026-02-26,Groupe MH,136.45,P,139427.4806,100,18499109.134381074,18499109.134381074,19024879.73,PP,FC_Taux_Infl,FR42,3215199,PP_FAC_Taux_Infl,18499109.134381074,525770.595618926,-0.0003151409540801,19018884.21125063,519775.0768695548,AUXIA AG,Hors mandat AUXIA AG,0.0,519775.0768695548,19018884.21125063,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,525770.5956189223,True
2026-02-27,Groupe MH,136.45,P,139427.4806,100,18499109.13438108,18499109.13438108,19024879.73,PP,FC_Taux_Infl,FR42,3215199,PP_FAC_Taux_Infl,18499109.13438108,525770.5956189223,0.001159862105283,19046945.967056397,547836.8326753154,AUXIA AG,Hors mandat AUXIA AG,0.0,547836.8326753154,19046945.967056397,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,525770.595618926,True
2026-03-02,Groupe MH,136.45,P,139427.4806,100,18499109.134381074,18499109.134381074,19024879.73,PP,FC_Taux_Infl,FR42,3215199,PP_FAC_Taux_Infl,18499109.134381074,525770.595618926,0.0027556425060839,19077305.497257125,578196.3628760502,AUXIA AG,Hors mandat AUXIA AG,0.0,578196.3628760502,19077305.497257125,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,525770.595618926,False
2026-03-03,Groupe MH,136.45,P,139427.4806,100,18499109.134381074,18499109.134381074,19024879.73,PP,FC_Taux_Infl,FR42,3215199,PP_FAC_Taux_Infl,18499109.134381074,525770.595618926,0.0025779235348813,19073924.415204253,574815.2808231786,AUXIA AG,Hors mandat AUXIA AG,0.0,574815.2808231786,19073924.415204253,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,525770.5956189223,False
2026-03-04,Groupe MH,136.45,P,139427.4806,100,18499109.13438108,18499109.13438108,19024879.73,PP,FC_Taux_Infl,FR42,3215199,PP_FAC_Taux_Infl,18499109.13438108,525770.5956189223,-0.0068024244899423,18895464.42220644,396355.2878253609,AUXIA AG,Hors mandat AUXIA AG,0.0,396355.2878253609,18895464.42220644,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,525770.595618926,False
2026-03-05,Groupe MH,136.45,P,139427.4806,100,18499109.134381074,18499109.134381074,19024879.73,PP,FC_Taux_Infl,FR42,3215199,PP_FAC_Taux_Infl,18499109.134381074,525770.595618926,-0.0074152507054336,18883805.47716133,384696.3427802548,AUXIA AG,Hors mandat AUXIA AG,0.0,384696.3427802548,18883805.47716133,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,550867.5356189199,False
2026-03-06,Groupe MH,136.63,P,139427.4806,100,18499109.13438108,18499109.13438108,19049976.67,PP,FC_Taux_Infl,FR42,3215199,PP_FAC_Taux_Infl,18499109.13438108,550867.5356189199,0.0031235698100636,19109480.602008827,610371.4676277488,AUXIA AG,Hors mandat AUXIA AG,0.0,610371.4676277488,19109480.602008827,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,550867.5356189236,False
2026-03-09,Groupe MH,136.63,P,139427.4806,100,18499109.134381074,18499109.134381074,19049976.67,PP,FC_Taux_Infl,FR42,3215199,PP_FAC_Taux_Infl,18499109.134381074,550867.5356189236,-0.0056754604352961,18941859.2811161,442750.1467350237,AUXIA AG,Hors mandat AUXIA AG,0.0,442750.1467350237,18941859.2811161,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,550867.5356189236,False
2026-03-10,Groupe MH,136.63,P,139427.4806,100,18499109.134381074,18499109.134381074,19049976.67,PP,FC_Taux_Infl,FR42,3215199,PP_FAC_Taux_Infl,18499109.134381074,550867.5356189236,0.0005340502647098,19060150.315083325,561041.1807022505,AUXIA AG,Hors mandat AUXIA AG,0.0,561041.1807022505,19060150.315083325,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,550867.5356189199,True
2026-03-11,Groupe MH,136.63,P,139427.4806,100,18499109.13438108,18499109.13438108,19049976.67,PP,FC_Taux_Infl,FR42,3215199,PP_FAC_Taux_Infl,18499109.13438108,550867.5356189199,0.0047831308877556,19141095.2018213,641986.067440223,AUXIA AG,Hors mandat AUXIA AG,0.0,641986.067440223,19141095.2018213,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,550867.5356189236,False
2026-03-12,Groupe MH,136.63,P,139427.4806,100,18499109.134381074,18499109.134381074,19049976.67,PP,FC_Taux_Infl,FR42,3215199,PP_FAC_Taux_Infl,18499109.134381074,550867.5356189236,0.0013050307749983,19074837.47581735,575728.3414362743,AUXIA AG,Hors mandat AUXIA AG,0.0,575728.3414362743,19074837.47581735,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,550867.5356189199,True
2026-03-13,Groupe MH,136.63,P,139427.4806,100,18499109.13438108,18499109.13438108,19049976.67,PP,FC_Taux_Infl,FR42,3215199,PP_FAC_Taux_Infl,18499109.13438108,550867.5356189199,-0.0071943809893932,18912923.879996963,413814.7456158847,AUXIA AG,Hors mandat AUXIA AG,0.0,413814.7456158847,18912923.879996963,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,550867.5356189199,False
2026-03-16,Groupe MH,136.63,P,139427.4806,100,18499109.13438108,18499109.13438108,19049976.67,PP,FC_Taux_Infl,FR42,3215199,PP_FAC_Taux_Infl,18499109.13438108,550867.5356189199,-0.0027816778802411,18996985.77127795,497876.63689687103,AUXIA AG,Hors mandat AUXIA AG,0.0,497876.63689687103,18996985.77127795,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,550867.5356189236,False
2026-03-17,Groupe MH,136.63,P,139427.4806,100,18499109.134381074,18499109.134381074,19049976.67,PP,FC_Taux_Infl,FR42,3215199,PP_FAC_Taux_Infl,18499109.134381074,550867.5356189236,-0.0078918601710833,18899636.91785796,400527.7834768854,AUXIA AG,Hors mandat AUXIA AG,0.0,400527.7834768854,18899636.91785796,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,550867.5356188938,False
2026-03-20,Groupe MH,136.63,P,139427.4806,100,18499109.134381104,18499109.134381104,19049976.67,PP,FC_Taux_Infl,FR42,3215199,PP_FAC_Taux_Infl,18499109.134381104,550867.5356188938,-0.0016242555495398,19019034.639675148,519925.5052940436,AUXIA AG,Hors mandat AUXIA AG,0.0,519925.5052940436,19019034.639675148,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,550867.5356188938,False
2026-03-23,Groupe MH,136.63,P,139427.4806,100,18499109.134381104,18499109.134381104,19049976.67,PP,FC_Taux_Infl,FR42,3215199,PP_FAC_Taux_Infl,18499109.134381104,550867.5356188938,-0.0010098569228867,19030738.91917897,531629.7847978659,AUXIA AG,Hors mandat AUXIA AG,0.0,531629.7847978659,19030738.91917897,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,550867.5356188938,True
2026-03-24,Groupe MH,136.63,P,139427.4806,100,18499109.134381104,18499109.134381104,19049976.67,PP,FC_Taux_Infl,FR42,3215199,PP_FAC_Taux_Infl,18499109.134381104,550867.5356188938,-0.0101833137101914,18855984.78139756,356875.6470164545,AUXIA AG,Hors mandat AUXIA AG,0.0,356875.6470164545,18855984.78139756,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,550867.5356188938,False
2026-03-25,Groupe MH,136.63,P,139427.4806,100,18499109.134381104,18499109.134381104,19049976.67,PP,FC_Taux_Infl,FR42,3215199,PP_FAC_Taux_Infl,18499109.134381104,550867.5356188938,0.0021519578326519,19090971.41650684,591862.2821257375,AUXIA AG,Hors mandat AUXIA AG,0.0,591862.2821257375,19090971.41650684,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,550867.5356188938,False
2026-01-05,Groupe MH,134.45,P,344353.45348,1,41493512.305572025,41493512.305572025,46298321.82,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41493512.305572025,4804809.514427975,-0.0006860850558432,46266557.23328868,4773044.92771665,AUXIA AG,Hors mandat AUXIA AG,0.0,4773044.92771665,46266557.23328868,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,4804809.514427975,True
2026-01-06,Groupe MH,134.45,P,344353.45348,1,41493512.305572025,41493512.305572025,46298321.82,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41493512.305572025,4804809.514427975,-0.0006860850558432,46266557.23328868,4773044.92771665,AUXIA AG,Hors mandat AUXIA AG,0.0,4773044.92771665,46266557.23328868,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,4804809.514427975,True
2026-01-07,Groupe MH,134.45,P,344353.45348,1,41493512.305572025,41493512.305572025,46298321.82,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41493512.305572025,4804809.514427975,0.0007592591223419,46333474.24319096,4839961.937618934,AUXIA AG,Hors mandat AUXIA AG,0.0,4839961.937618934,46333474.24319096,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,4369037.494822949,False
2026-01-08,Groupe MH,133.19,P,345277.204375933,1,41618433.35517705,41618433.35517705,45987470.85,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41618433.35517705,4369037.494822949,0.0005964328824047,46014899.289793566,4396465.934616514,AUXIA AG,Hors mandat AUXIA AG,0.0,4396465.934616514,46014899.289793566,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,4369037.494822949,True
2026-01-14,Groupe MH,133.19,P,345277.204375933,1,41618433.35517705,41618433.35517705,45987470.85,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41618433.35517705,4369037.494822949,0.0019177766692763,46075664.54867516,4457231.193498105,AUXIA AG,Hors mandat AUXIA AG,0.0,4457231.193498105,46075664.54867516,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,4369037.494822927,True
2026-01-15,Groupe MH,133.19,P,345277.204375933,1,41618433.35517708,41618433.35517708,45987470.85,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41618433.35517708,4369037.494822927,-0.001361731833715,45924848.24699152,4306414.8918144405,AUXIA AG,Hors mandat AUXIA AG,0.0,4306414.8918144405,45924848.24699152,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,4369037.494822949,True
2026-01-16,Groupe MH,133.19,P,345277.204375933,1,41618433.35517705,41618433.35517705,45987470.85,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41618433.35517705,4369037.494822949,0.003123358964012,46131106.22931159,4512672.874134541,AUXIA AG,Hors mandat AUXIA AG,0.0,4512672.874134541,46131106.22931159,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,0.0,False
2026-01-19,Groupe MH,133.19,P,345277.204375933,1,41618433.35517705,41618433.35517705,45987470.85,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,45987470.85,0.0,-0.00311814443766,45844075.27356702,-143395.5764329806,AUXIA AG,Hors mandat AUXIA AG,0.0,-143395.5764329806,45844075.27356702,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,4369037.494822949,False
2026-01-20,Groupe MH,133.19,P,345277.204375933,1,41618433.35517705,41618433.35517705,45987470.85,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41618433.35517705,4369037.494822949,-0.0012148493272941,45931603.00197392,4313169.646796867,AUXIA AG,Hors mandat AUXIA AG,0.0,4313169.646796867,45931603.00197392,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,4369037.494822949,True
2026-01-21,Groupe MH,133.19,P,345277.204375933,1,41618433.35517705,41618433.35517705,45987470.85,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41618433.35517705,4369037.494822949,0.0018961223914867,46074668.723206535,4456235.368029483,AUXIA AG,Hors mandat AUXIA AG,0.0,4456235.368029483,46074668.723206535,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,4369037.494822949,True
2026-01-22,Groupe MH,133.19,P,345277.204375933,1,41618433.35517705,41618433.35517705,45987470.85,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41618433.35517705,4369037.494822949,-0.0002876809804438,45974241.12929774,4355807.774120688,AUXIA AG,Hors mandat AUXIA AG,0.0,4355807.774120688,45974241.12929774,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,4369037.494822949,True
2026-01-23,Groupe MH,133.19,P,345277.204375933,1,41618433.35517705,41618433.35517705,45987470.85,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41618433.35517705,4369037.494822949,0.0006566554274846,46017668.77232995,4399235.4171528965,AUXIA AG,Hors mandat AUXIA AG,0.0,4399235.4171528965,46017668.77232995,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,4369037.494822949,True
2026-01-26,Groupe MH,133.19,P,345277.204375933,1,41618433.35517705,41618433.35517705,45987470.85,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41618433.35517705,4369037.494822949,0.0009373021686482,46030575.00615836,4412141.650981307,AUXIA AG,Hors mandat AUXIA AG,0.0,4412141.650981307,46030575.00615836,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,4369037.494822949,True
2026-01-27,Groupe MH,133.19,P,345277.204375933,1,41618433.35517705,41618433.35517705,45987470.85,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41618433.35517705,4369037.494822949,0.0035306419361802,46149836.14312188,4531402.787944824,AUXIA AG,Hors mandat AUXIA AG,0.0,4531402.787944824,46149836.14312188,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,0.0,False
2026-01-29,Groupe MH,133.19,P,345277.204375933,1,41618433.35517705,41618433.35517705,45987470.85,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,45987470.85,0.0,0.0025993154289233,46107006.79251757,119535.94251757117,AUXIA AG,Hors mandat AUXIA AG,0.0,119535.94251757117,46107006.79251757,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,4369037.494822942,False
2026-01-30,Groupe MH,133.19,P,345277.204375933,1,41618433.35517706,41618433.35517706,45987470.85,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41618433.35517706,4369037.494822942,0.0004221185674252,46006883.01531472,4388449.660137661,AUXIA AG,Hors mandat AUXIA AG,0.0,4388449.660137661,46006883.01531472,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,4369037.494822949,True
2026-02-02,Groupe MH,133.19,P,345277.204375933,1,41618433.35517705,41618433.35517705,45987470.85,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41618433.35517705,4369037.494822949,-0.0001283077515693,45981570.30101488,4363136.945837826,AUXIA AG,Hors mandat AUXIA AG,0.0,4363136.945837826,45981570.30101488,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,4369037.494822949,True
2026-02-03,Groupe MH,133.19,P,345277.204375933,1,41618433.35517705,41618433.35517705,45987470.85,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41618433.35517705,4369037.494822949,-0.0022987014758398,45881759.38288696,4263326.027709909,AUXIA AG,Hors mandat AUXIA AG,0.0,4263326.027709909,45881759.38288696,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,4369037.494822949,True
2026-02-04,Groupe MH,133.19,P,345277.204375933,1,41618433.35517705,41618433.35517705,45987470.85,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41618433.35517705,4369037.494822949,-0.0060063528732313,45711253.87232746,4092820.5171504095,AUXIA AG,Hors mandat AUXIA AG,0.0,4092820.5171504095,45711253.87232746,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,5166627.834822945,False
2026-02-06,Groupe MH,135.5,P,345277.204375933,1,41618433.35517705,41618433.35517705,46785061.19,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41618433.35517705,5166627.834822945,-0.002575139522914,46664583.12984768,5046149.774670623,AUXIA AG,Hors mandat AUXIA AG,0.0,5046149.774670623,46664583.12984768,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,5166627.834822945,True
2026-02-09,Groupe MH,135.5,P,345277.204375933,1,41618433.35517705,41618433.35517705,46785061.19,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41618433.35517705,5166627.834822945,-0.0022371188695527,46680397.44679868,5061964.091621622,AUXIA AG,Hors mandat AUXIA AG,0.0,5061964.091621622,46680397.44679868,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,5166627.834822945,True
2026-02-10,Groupe MH,135.5,P,345277.204375933,1,41618433.35517705,41618433.35517705,46785061.19,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41618433.35517705,5166627.834822945,0.0032342597295248,46936376.22935017,5317942.87417312,AUXIA AG,Hors mandat AUXIA AG,0.0,5317942.87417312,46936376.22935017,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,5166627.834822945,True
2026-02-11,Groupe MH,135.5,P,345277.204375933,1,41618433.35517705,41618433.35517705,46785061.19,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41618433.35517705,5166627.834822945,0.0037878915436121,46962277.92764898,5343844.572471932,AUXIA AG,Hors mandat AUXIA AG,0.0,5343844.572471932,46962277.92764898,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,5166627.834822945,True
2026-02-17,Groupe MH,135.5,P,345277.204375933,1,41618433.35517705,41618433.35517705,46785061.19,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41618433.35517705,5166627.834822945,0.0005970962821231,46812996.37609545,5194563.020918399,AUXIA AG,Hors mandat AUXIA AG,0.0,5194563.020918399,46812996.37609545,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,0.0,False
2026-02-18,Groupe MH,135.5,P,345277.204375933,1,41618433.35517705,41618433.35517705,46785061.19,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,46785061.19,0.0,0.0008304886041286,46823915.65016175,38854.460161753,AUXIA AG,Hors mandat AUXIA AG,0.0,38854.460161753,46823915.65016175,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,0.0,False
2026-02-25,Groupe MH,135.5,P,345277.204375933,1,41618433.35517705,41618433.35517705,46785061.19,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41618433.35517705,5166627.834822945,0.0020251599484069,46879808.42210575,5261375.0669287,AUXIA AG,Hors mandat AUXIA AG,0.0,5261375.0669287,46879808.42210575,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,5166627.834822945,True
2026-02-26,Groupe MH,135.5,P,345277.204375933,1,41618433.35517705,41618433.35517705,46785061.19,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41618433.35517705,5166627.834822945,-0.0003151409540801,46770317.301179886,5151883.946002834,AUXIA AG,Hors mandat AUXIA AG,0.0,5151883.946002834,46770317.301179886,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,5166627.834822945,True
2026-02-27,Groupe MH,135.5,P,345277.204375933,1,41618433.35517705,41618433.35517705,46785061.19,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41618433.35517705,5166627.834822945,0.001159862105283,46839325.40956763,5220892.054390579,AUXIA AG,Hors mandat AUXIA AG,0.0,5220892.054390579,46839325.40956763,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,5166627.834822945,True
2026-03-02,Groupe MH,135.5,P,345277.204375933,1,41618433.35517705,41618433.35517705,46785061.19,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41618433.35517705,5166627.834822945,0.0027556425060839,46913984.0932649,5295550.738087848,AUXIA AG,Hors mandat AUXIA AG,0.0,5295550.738087848,46913984.0932649,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,5166627.834822945,True
2026-03-03,Groupe MH,135.5,P,345277.204375933,1,41618433.35517705,41618433.35517705,46785061.19,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41618433.35517705,5166627.834822945,0.0025779235348813,46905669.50032256,5287236.145145506,AUXIA AG,Hors mandat AUXIA AG,0.0,5287236.145145506,46905669.50032256,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,5166627.834822945,True
2026-03-04,Groupe MH,135.5,P,345277.204375933,1,41618433.35517705,41618433.35517705,46785061.19,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41618433.35517705,5166627.834822945,-0.0068024244899423,46466809.34399769,4848375.988820635,AUXIA AG,Hors mandat AUXIA AG,0.0,4848375.988820635,46466809.34399769,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,5166627.834822945,False
2026-03-05,Groupe MH,135.5,P,345277.204375933,1,41618433.35517705,41618433.35517705,46785061.19,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41618433.35517705,5166627.834822945,-0.0074152507054336,46438138.23200709,4819704.876830041,AUXIA AG,Hors mandat AUXIA AG,0.0,4819704.876830041,46438138.23200709,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,5570602.164822944,False
2026-03-06,Groupe MH,136.67,P,345277.204375933,1,41618433.35517705,41618433.35517705,47189035.52,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41618433.35517705,5570602.164822944,0.0031235698100636,47336433.76671629,5718000.411539234,AUXIA AG,Hors mandat AUXIA AG,0.0,5718000.411539234,47336433.76671629,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,5570602.164822944,True
2026-03-09,Groupe MH,136.67,P,345277.204375933,1,41618433.35517705,41618433.35517705,47189035.52,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41618433.35517705,5570602.164822944,-0.0056754604352961,46921216.01592645,5302782.660749398,AUXIA AG,Hors mandat AUXIA AG,0.0,5302782.660749398,46921216.01592645,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,5570602.164822944,False
2026-03-10,Groupe MH,136.67,P,345277.204375933,1,41618433.35517705,41618433.35517705,47189035.52,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41618433.35517705,5570602.164822944,0.0005340502647098,47214236.83691085,5595803.481733799,AUXIA AG,Hors mandat AUXIA AG,0.0,5595803.481733799,47214236.83691085,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,5570602.164822944,True
2026-03-11,Groupe MH,136.67,P,345277.204375933,1,41618433.35517705,41618433.35517705,47189035.52,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41618433.35517705,5570602.164822944,0.0047831308877556,47414746.85335911,5796313.498182058,AUXIA AG,Hors mandat AUXIA AG,0.0,5796313.498182058,47414746.85335911,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,5570602.164822944,True
2026-03-12,Groupe MH,136.67,P,345277.204375933,1,41618433.35517705,41618433.35517705,47189035.52,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41618433.35517705,5570602.164822944,0.0013050307749983,47250618.66359609,5632185.308419041,AUXIA AG,Hors mandat AUXIA AG,0.0,5632185.308419041,47250618.66359609,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,5570602.164822944,True
2026-03-13,Groupe MH,136.67,P,345277.204375933,1,41618433.35517705,41618433.35517705,47189035.52,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41618433.35517705,5570602.164822944,-0.0071943809893932,46849539.61994711,5231106.264770053,AUXIA AG,Hors mandat AUXIA AG,0.0,5231106.264770053,46849539.61994711,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,5570602.164822944,False
2026-03-16,Groupe MH,136.67,P,345277.204375933,1,41618433.35517705,41618433.35517705,47189035.52,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41618433.35517705,5570602.164822944,-0.0027816778802411,47057770.82370409,5439337.468527041,AUXIA AG,Hors mandat AUXIA AG,0.0,5439337.468527041,47057770.82370409,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,5570602.164822944,True
2026-03-17,Groupe MH,136.67,P,345277.204375933,1,41618433.35517705,41618433.35517705,47189035.52,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41618433.35517705,5570602.164822944,-0.0078918601710833,46816626.25006787,5198192.894890815,AUXIA AG,Hors mandat AUXIA AG,0.0,5198192.894890815,46816626.25006787,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,5570602.164822891,False
2026-03-20,Groupe MH,136.67,P,345277.204375933,1,41618433.3551771,41618433.355177104,47189035.52,PP,FC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41618433.355177104,5570602.164822891,-0.0016242555495398,47112388.4671792,5493955.112002097,AUXIA AG,Hors mandat AUXIA AG,0.0,5493955.112002097,47112388.4671792,PP_FAC_Taux,AUXIA HM ACT PIV UC,LF94TRUU,5570602.164822891,True
