PMVL[Holding date],PMVL[GROUPE],PMVL[Quote],PMVL[Quote Mode],PMVL[Quantity],PMVL[Inst. Nominal],PMVL[Purch. Val. (clean) (ptf cur.)],PMVL[VNC Agrege dirty (ptf cur.)],PMVL[PRMP MtM],PMVL[RefUnik Position],PMVL[Ref Unik Asset],PMVL[CIC],PMVL[Inst Num],PMVL[Ref Unik Codes Completed],PMVL[PRMP VNC],PMVL[PRMP PMVL],PMVL[PFMIndice.Perf J / J-1],PMVL[MtM Estimé],PMVL[PMVL Estimé],PMVL[CANTON],PMVL[3A],PMVL[PRATIC_PMVLEstimée],PMVL[PMVL Estimée + PRATIC],PMVL[MtM Estimée + PRATIC],PMVL[Ref Unik Light],PMVL[Ptf name],PMVL[Parametres_Indices.TICKER],PRMP_PMVL_future,target
2026-03-17,Groupe MH,647.44,P,80553.0,1,51272790.03,51272790.03,52153234.32,PP,FC_Div,FR44,8615538,PP_FAC_DIV_PRATIC,51272790.03,880444.2899999991,0.0,52153234.32,880444.2899999991,AUXIA AG,Hors mandat AUXIA AG,-221288.5546474738,659155.7353525253,51931945.765352525,PP_FAC_DIV,AUXIA HM ACT COTE,pas de ticker,1288847.9999999923,False
2026-03-20,Groupe MH,652.51,P,80553.0,1,51272790.03,51272790.03,52561638.03,PP,FC_Div,FR44,8615538,PP_FAC_DIV_PRATIC,51272790.03,1288847.9999999923,0.0,52561638.03,1288847.9999999923,AUXIA AG,Hors mandat AUXIA AG,562960.5366654579,1851808.5366654503,53124598.56666545,PP_FAC_DIV,AUXIA HM ACT COTE,pas de ticker,1939716.240000002,False
2026-03-23,Groupe MH,660.59,P,80553.0,1,51272790.03,51272790.03,53212506.27,PP,FC_Div,FR44,8615538,PP_FAC_DIV_PRATIC,51272790.03,1939716.240000002,0.0,53212506.27,1939716.240000002,AUXIA AG,Hors mandat AUXIA AG,415802.2771665391,2355518.517166541,53628308.54716654,PP_FAC_DIV,AUXIA HM ACT COTE,pas de ticker,1853524.5300000007,True
2026-01-05,Groupe MH,136.89,P,10886.0,1,1080979.8,1080979.8,1490184.54,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,409204.74,0.0166415238965043,1514983.4816326112,434003.6816326112,AUXIA AG,Hors mandat AUXIA AG,0.0,434003.6816326112,1514983.4816326112,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,409204.74,False
2026-01-06,Groupe MH,136.89,P,10886.0,1,1080979.8,1080979.8,1490184.54,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,409204.74,0.0166415238965043,1514983.4816326112,434003.6816326112,AUXIA AG,Hors mandat AUXIA AG,0.0,434003.6816326112,1514983.4816326112,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,475718.2,False
2026-01-07,Groupe MH,143.0,P,10886.0,1,1080979.8,1080979.8,1556698.0,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,475718.2,0.0119178405603211,1575250.478564571,494270.6785645706,AUXIA AG,Hors mandat AUXIA AG,0.0,494270.6785645706,1575250.478564571,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,490849.74,True
2026-01-08,Groupe MH,144.39,P,10886.0,1,1080979.8,1080979.8,1571829.54,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,490849.74,-0.0022973237811118,1568218.538617904,487238.738617904,AUXIA AG,Hors mandat AUXIA AG,0.0,487238.738617904,1568218.538617904,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,487475.07999999984,True
2026-01-14,Groupe MH,144.08,P,10886.0,1,1080979.8,1080979.8,1568454.88,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,487475.07999999984,0.0068228454172366,1579156.2051901503,498176.4051901505,AUXIA AG,Hors mandat AUXIA AG,0.0,498176.4051901505,1579156.2051901503,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,494333.26,True
2026-01-15,Groupe MH,144.71,P,10886.0,1,1080979.8,1080979.8,1575313.06,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,494333.26,0.004108580154369,1581785.3599752344,500805.5599752343,AUXIA AG,Hors mandat AUXIA AG,0.0,500805.5599752343,1581785.3599752344,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,505545.8399999999,True
2026-01-16,Groupe MH,145.74,P,10886.0,1,1080979.8,1080979.8,1586525.64,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,505545.8399999999,0.0042547629664938,1593275.9305384646,512296.1305384645,AUXIA AG,Hors mandat AUXIA AG,0.0,512296.1305384645,1593275.9305384646,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,0.0,False
2026-01-19,Groupe MH,146.6,P,10886.0,1,1080979.8,1080979.8,1595887.6,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1595887.6,0.0,0.0052182141397066,1604215.2832397025,8327.683239702368,AUXIA AG,Hors mandat AUXIA AG,0.0,8327.683239702368,1604215.2832397025,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,522419.1399999999,False
2026-01-20,Groupe MH,147.29,P,10886.0,1,1080979.8,1080979.8,1603398.94,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,522419.1399999999,-0.0027615935903001,1598971.003764602,517991.2037646018,AUXIA AG,Hors mandat AUXIA AG,0.0,517991.2037646018,1598971.003764602,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,512948.32000000007,True
2026-01-21,Groupe MH,146.42,P,10886.0,1,1080979.8,1080979.8,1593928.12,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,512948.32000000007,-0.0114939544090962,1575607.5828573438,494627.7828573438,AUXIA AG,Hors mandat AUXIA AG,0.0,494627.7828573438,1575607.5828573438,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,487801.6599999999,True
2026-01-22,Groupe MH,144.11,P,10886.0,1,1080979.8,1080979.8,1568781.46,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,487801.6599999999,0.0020365686136653,1571976.3910831362,490996.59108313615,AUXIA AG,Hors mandat AUXIA AG,0.0,490996.59108313615,1571976.3910831362,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,504348.3799999999,True
2026-01-23,Groupe MH,145.63,P,10886.0,1,1080979.8,1080979.8,1585328.18,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,504348.3799999999,0.0072954655851715,1596893.8871783926,515914.08717839257,AUXIA AG,Hors mandat AUXIA AG,0.0,515914.08717839257,1596893.8871783926,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,511642.0,True
2026-01-26,Groupe MH,146.3,P,10886.0,1,1080979.8,1080979.8,1592621.8,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,511642.0,0.0072954655851715,1604240.717532094,523260.91753209406,AUXIA AG,Hors mandat AUXIA AG,0.0,523260.91753209406,1604240.717532094,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,515125.52,True
2026-01-27,Groupe MH,146.62,P,10886.0,1,1080979.8,1080979.8,1596105.32,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,515125.52,-0.0062186869250198,1586179.6407155616,505199.8407155615,AUXIA AG,Hors mandat AUXIA AG,0.0,505199.8407155615,1586179.6407155616,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,499123.0999999999,True
2026-01-28,Groupe MH,145.15,P,10886.0,1,1080979.8,1080979.8,1580102.9,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,499123.0999999999,0.0082194434578857,1593090.466444191,512110.666444191,AUXIA AG,Hors mandat AUXIA AG,0.0,512110.666444191,1593090.466444191,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,0.0,False
2026-01-29,Groupe MH,147.17,P,10886.0,1,1080979.8,1080979.8,1602092.62,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1602092.62,0.0,0.0189400004574879,1632436.2549557383,30343.634955738205,AUXIA AG,Hors mandat AUXIA AG,0.0,30343.634955738205,1632436.2549557383,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,544191.1399999999,False
2026-01-30,Groupe MH,149.29,P,10886.0,1,1080979.8,1080979.8,1625170.94,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,544191.1399999999,-8.08171511953809e-05,1625039.5983144236,544059.7983144235,AUXIA AG,Hors mandat AUXIA AG,0.0,544059.7983144235,1625039.5983144236,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,548001.24,True
2026-02-02,Groupe MH,149.64,P,10886.0,1,1080979.8,1080979.8,1628981.04,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,548001.24,-0.0144390013186233,1605460.1806154277,524480.3806154276,AUXIA AG,Hors mandat AUXIA AG,0.0,524480.3806154276,1605460.1806154277,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,530692.5,True
2026-02-03,Groupe MH,148.05,P,10886.0,1,1080979.8,1080979.8,1611672.3,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,530692.5,-0.0136284803955814,1589707.6556553484,508727.8556553484,AUXIA AG,Hors mandat AUXIA AG,0.0,508727.8556553484,1589707.6556553484,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,513166.04,True
2026-02-04,Groupe MH,146.44,P,10886.0,1,1080979.8,1080979.8,1594145.84,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,513166.04,0.0263464203233256,1636145.8763573212,555166.0763573211,AUXIA AG,Hors mandat AUXIA AG,0.0,555166.0763573211,1636145.8763573212,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,534393.74,True
2026-02-06,Groupe MH,148.39,P,10886.0,1,1080979.8,1080979.8,1615373.54,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,534393.74,-0.0160777255197489,1589402.007612015,508422.2076120149,AUXIA AG,Hors mandat AUXIA AG,0.0,508422.2076120149,1589402.007612015,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,506743.3000000001,True
2026-02-09,Groupe MH,145.85,P,10886.0,1,1080979.8,1080979.8,1587723.1,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,506743.3000000001,-0.0030071907102066,1582948.5138432996,501968.71384329954,AUXIA AG,Hors mandat AUXIA AG,0.0,501968.71384329954,1582948.5138432996,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,509900.24,True
2026-02-10,Groupe MH,146.14,P,10886.0,1,1080979.8,1080979.8,1590880.04,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,509900.24,0.0140529307162817,1613236.5669800355,532256.7669800355,AUXIA AG,Hors mandat AUXIA AG,0.0,532256.7669800355,1613236.5669800355,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,538094.98,True
2026-02-11,Groupe MH,148.73,P,10886.0,1,1080979.8,1080979.8,1619074.78,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,538094.98,0.0064665482516175,1629544.605187847,548564.805187847,AUXIA AG,Hors mandat AUXIA AG,0.0,548564.805187847,1629544.605187847,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,561391.02,True
2026-02-17,Groupe MH,150.87,P,10886.0,1,1080979.8,1080979.8,1642370.82,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,561391.02,0.0013462990150915,1644581.9422173814,563602.1422173814,AUXIA AG,Hors mandat AUXIA AG,0.0,563602.1422173814,1644581.9422173814,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,0.0,False
2026-02-18,Groupe MH,151.28,P,10886.0,1,1080979.8,1080979.8,1646834.08,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1646834.08,0.0,0.0022942382861773,1650612.3097973175,3778.2297973174136,AUXIA AG,Hors mandat AUXIA AG,0.0,3778.2297973174136,1650612.3097973175,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,0.0,False
2026-02-25,Groupe MH,153.76,P,10886.0,1,1080979.8,1080979.8,1673831.36,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,592851.56,0.0075187095836663,1686416.4118878734,605436.6118878734,AUXIA AG,Hors mandat AUXIA AG,0.0,605436.6118878734,1686416.4118878734,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,610486.8799999999,True
2026-02-26,Groupe MH,155.38,P,10886.0,1,1080979.8,1080979.8,1691466.68,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,610486.8799999999,0.0120189117930435,1711796.2688277925,630816.4688277922,AUXIA AG,Hors mandat AUXIA AG,0.0,630816.4688277922,1711796.2688277925,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,628993.0799999998,True
2026-02-27,Groupe MH,157.08,P,10886.0,1,1080979.8,1080979.8,1709972.88,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,628993.0799999998,0.0120189117930435,1730524.893213217,649545.0932132166,AUXIA AG,Hors mandat AUXIA AG,0.0,649545.0932132166,1730524.893213217,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,628557.6399999999,True
2026-03-02,Groupe MH,157.04,P,10886.0,1,1080979.8,1080979.8,1709537.44,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,628557.6399999999,-0.0024684425581161,1705317.545028411,624337.745028411,AUXIA AG,Hors mandat AUXIA AG,0.0,624337.745028411,1705317.545028411,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,622134.8999999999,True
2026-03-03,Groupe MH,156.45,P,10886.0,1,1080979.8,1080979.8,1703114.7,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,622134.8999999999,-0.0047305068400184,1695058.104262314,614078.304262314,AUXIA AG,Hors mandat AUXIA AG,0.0,614078.304262314,1695058.104262314,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,612337.5,True
2026-03-04,Groupe MH,155.55,P,10886.0,1,1080979.8,1080979.8,1693317.3,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,612337.5,-0.0277843970979625,1646269.4997239502,565289.6997239501,AUXIA AG,Hors mandat AUXIA AG,0.0,565289.6997239501,1646269.4997239502,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,555621.44,True
2026-03-05,Groupe MH,150.34,P,10886.0,1,1080979.8,1080979.8,1636601.24,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,555621.44,-0.0418495730584606,1568110.1768390527,487130.3768390527,AUXIA AG,Hors mandat AUXIA AG,0.0,487130.3768390527,1568110.1768390527,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,504783.82000000007,True
2026-03-06,Groupe MH,145.67,P,10886.0,1,1080979.8,1080979.8,1585763.62,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,504783.82000000007,0.0265119060094064,1627805.2360465762,546825.4360465761,AUXIA AG,Hors mandat AUXIA AG,0.0,546825.4360465761,1627805.2360465762,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,534502.5999999999,True
2026-03-09,Groupe MH,148.4,P,10886.0,1,1080979.8,1080979.8,1615482.4,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,534502.5999999999,-0.0022113132768869,1611910.0623203027,530930.2623203027,AUXIA AG,Hors mandat AUXIA AG,0.0,530930.2623203027,1611910.0623203027,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,521657.1199999999,True
2026-03-10,Groupe MH,147.22,P,10886.0,1,1080979.8,1080979.8,1602636.92,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,521657.1199999999,-0.0312286070651039,1552588.8013572916,471609.0013572916,AUXIA AG,Hors mandat AUXIA AG,0.0,471609.0013572916,1552588.8013572916,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,481378.9199999999,True
2026-03-11,Groupe MH,143.52,P,10886.0,1,1080979.8,1080979.8,1562358.72,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,481378.9199999999,0.0294661674103227,1608395.4435984974,527415.6435984974,AUXIA AG,Hors mandat AUXIA AG,0.0,527415.6435984974,1608395.4435984974,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,529495.04,True
2026-03-12,Groupe MH,147.94,P,10886.0,1,1080979.8,1080979.8,1610474.84,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,529495.04,0.0153244104371334,1635154.417446837,554174.617446837,AUXIA AG,Hors mandat AUXIA AG,0.0,554174.617446837,1635154.417446837,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,543537.98,True
2026-03-13,Groupe MH,149.23,P,10886.0,1,1080979.8,1080979.8,1624517.78,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,543537.98,-0.0121987097004259,1604700.7591985995,523720.9591985997,AUXIA AG,Hors mandat AUXIA AG,0.0,523720.9591985997,1604700.7591985995,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,515452.0999999999,True
2026-03-16,Groupe MH,146.65,P,10886.0,1,1080979.8,1080979.8,1596431.9,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,515452.0999999999,-0.0083241578070191,1583142.9489362405,502163.14893624047,AUXIA AG,Hors mandat AUXIA AG,0.0,502163.14893624047,1583142.9489362405,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,507287.5999999999,True
2026-03-17,Groupe MH,145.9,P,10886.0,1,1080979.8,1080979.8,1588267.4,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,507287.5999999999,0.003214122115405,1593372.2853755169,512392.4853755168,AUXIA AG,Hors mandat AUXIA AG,0.0,512392.4853755168,1593372.2853755169,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,561282.1599999999,False
2026-03-20,Groupe MH,150.86,P,10886.0,1,1080979.8,1080979.8,1642261.96,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,561282.1599999999,-0.027220397651423,1597558.936400995,516579.1364009946,AUXIA AG,Hors mandat AUXIA AG,0.0,516579.1364009946,1597558.936400995,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,516540.7,True
2026-03-23,Groupe MH,146.75,P,10886.0,1,1080979.8,1080979.8,1597520.5,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,516540.7,-0.0113853202235166,1579332.2175438676,498352.4175438676,AUXIA AG,Hors mandat AUXIA AG,0.0,498352.4175438676,1579332.2175438676,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,493897.82000000007,True
2026-03-24,Groupe MH,144.67,P,10886.0,1,1080979.8,1080979.8,1574877.62,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,493897.82000000007,-0.0329938287244547,1522916.3775437432,441936.5775437432,AUXIA AG,Hors mandat AUXIA AG,0.0,441936.5775437432,1522916.3775437432,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,448938.6399999999,True
2026-03-25,Groupe MH,140.54,P,10886.0,1,1080979.8,1080979.8,1529918.44,PP,FC_Act_Emerg,XL41,9588501,PP_FAC_Act_Eme,1080979.8,448938.6399999999,0.0176576324798811,1556933.177537713,475953.3775377129,AUXIA AG,Hors mandat AUXIA AG,0.0,475953.3775377129,1556933.177537713,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,474194.1599999999,True
2026-01-05,Groupe MH,1462.1,P,13278.0,1000,13651228.329999998,13651228.329999998,19413763.8,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,5762535.4700000025,0.0,19413763.8,5762535.4700000025,AUXIA AG,Hors mandat AUXIA AG,0.0,5762535.4700000025,19413763.8,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,5762535.4700000025,True
2026-01-06,Groupe MH,1462.1,P,13278.0,1000,13651228.329999998,13651228.329999998,19413763.8,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,5762535.4700000025,0.0,19413763.8,5762535.4700000025,AUXIA AG,Hors mandat AUXIA AG,0.0,5762535.4700000025,19413763.8,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,6109489.610000003,False
2026-01-07,Groupe MH,1488.23,P,13278.0,1000,13651228.329999998,13651228.329999998,19760717.94,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,6109489.610000003,0.0,19760717.94,6109489.610000003,AUXIA AG,Hors mandat AUXIA AG,0.0,6109489.610000003,19760717.94,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,6148526.930000003,True
2026-01-08,Groupe MH,1491.17,P,13278.0,1000,13651228.329999998,13651228.329999998,19799755.26,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,6148526.930000003,0.0,19799755.26,6148526.930000003,AUXIA AG,Hors mandat AUXIA AG,0.0,6148526.930000003,19799755.26,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,6357788.210000005,True
2026-01-14,Groupe MH,1506.93,P,13278.0,1000,13651228.329999998,13651228.329999998,20009016.540000003,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,6357788.210000005,0.0,20009016.540000003,6357788.210000005,AUXIA AG,Hors mandat AUXIA AG,0.0,6357788.210000005,20009016.540000003,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,6346634.690000001,True
2026-01-15,Groupe MH,1506.09,P,13278.0,1000,13651228.329999998,13651228.329999998,19997863.02,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,6346634.690000001,0.0,19997863.02,6346634.690000001,AUXIA AG,Hors mandat AUXIA AG,0.0,6346634.690000001,19997863.02,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,6317290.310000002,True
2026-01-16,Groupe MH,1503.88,P,13278.0,1000,13651228.329999998,13651228.329999998,19968518.64,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,6317290.310000002,0.0,19968518.64,6317290.310000002,AUXIA AG,Hors mandat AUXIA AG,0.0,6317290.310000002,19968518.64,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,0.0,False
2026-01-19,Groupe MH,1515.44,P,13278.0,1000,13651228.329999998,13651228.329999998,20122012.32,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,20122012.32,0.0,0.0,20122012.32,0.0,AUXIA AG,Hors mandat AUXIA AG,0.0,0.0,20122012.32,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,6425373.23,False
2026-01-20,Groupe MH,1512.02,P,13278.0,1000,13651228.329999998,13651228.329999998,20076601.56,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,6425373.23,0.0,20076601.56,6425373.23,AUXIA AG,Hors mandat AUXIA AG,0.0,6425373.23,20076601.56,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,6137506.190000001,True
2026-01-21,Groupe MH,1490.34,P,13278.0,1000,13651228.329999998,13651228.329999998,19788734.52,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,6137506.190000001,0.0,19788734.52,6137506.190000001,AUXIA AG,Hors mandat AUXIA AG,0.0,6137506.190000001,19788734.52,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,6016941.949999999,True
2026-01-22,Groupe MH,1481.26,P,13278.0,1000,13651228.329999998,13651228.329999998,19668170.28,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,6016941.949999999,0.0,19668170.28,6016941.949999999,AUXIA AG,Hors mandat AUXIA AG,0.0,6016941.949999999,19668170.28,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,5965423.310000002,True
2026-01-23,Groupe MH,1477.38,P,13278.0,1000,13651228.329999998,13651228.329999998,19616651.64,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,5965423.310000002,0.0,19616651.64,5965423.310000002,AUXIA AG,Hors mandat AUXIA AG,0.0,5965423.310000002,19616651.64,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,6258601.550000001,True
2026-01-26,Groupe MH,1499.46,P,13278.0,1000,13651228.329999998,13651228.329999998,19909829.88,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,6258601.550000001,0.0,19909829.88,6258601.550000001,AUXIA AG,Hors mandat AUXIA AG,0.0,6258601.550000001,19909829.88,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,6180128.57,True
2026-01-27,Groupe MH,1493.55,P,13278.0,1000,13651228.329999998,13651228.329999998,19831356.9,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,6180128.57,0.0,19831356.9,6180128.57,AUXIA AG,Hors mandat AUXIA AG,0.0,6180128.57,19831356.9,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,6266568.3500000015,True
2026-01-28,Groupe MH,1500.06,P,13278.0,1000,13651228.329999998,13651228.329999998,19917796.68,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,6266568.3500000015,0.0058918761113616,20035149.87044985,6383921.540449854,AUXIA AG,Hors mandat AUXIA AG,0.0,6383921.540449854,20035149.87044985,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,0.0,False
2026-01-29,Groupe MH,1510.42,P,13278.0,1000,13651228.329999998,13651228.329999998,20055356.76,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,20055356.76,0.0,-0.0079417429619271,19896082.271602336,-159274.48839766532,AUXIA AG,Hors mandat AUXIA AG,0.0,-159274.48839766532,19896082.271602336,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,6271215.650000002,False
2026-01-30,Groupe MH,1500.41,P,13278.0,1000,13651228.329999998,13651228.329999998,19922443.98,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,6271215.650000002,-0.0066489361702127,19789980.92162234,6138752.591622341,AUXIA AG,Hors mandat AUXIA AG,0.0,6138752.591622341,19789980.92162234,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,6271215.650000002,True
2026-02-02,Groupe MH,1500.41,P,13278.0,1000,13651228.329999998,13651228.329999998,19922443.98,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,6271215.650000002,0.0088621151271753,20098998.97216546,6447770.642165463,AUXIA AG,Hors mandat AUXIA AG,0.0,6447770.642165463,20098998.97216546,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,6336543.41,True
