PMVL[Source Name],PMVL[Holding date],PMVL[GROUPE],PMVL[ENTITE],PMVL[Selected Fund code],PMVL[ISIN],PMVL[Orig. name],PMVL[Quote],PMVL[Quote Date],PMVL[Quote Mode],PMVL[Quantity],PMVL[Inst. Nominal],PMVL[Purch. Val. (clean) (ptf cur.)],PMVL[VNC Agrege dirty (ptf cur.)],PMVL[PRMP MtM],PMVL[RefUnik Position],PMVL[Ref Unik Asset],PMVL[Ref Unik Codes],PMVL[CIC],PMVL[Inst Num],PMVL[Ref Unik Codes Completed],PMVL[PRMP VNC],PMVL[PRMP PMVL],PMVL[PFMIndice.Perf J / J-1],PMVL[MtM Estimé],PMVL[PMVL Estimé],PMVL[CANTON],PMVL[3A],PMVL[PRATIC_PMVLEstimée],PMVL[PMVL Estimée + PRATIC],PMVL[MtM Estimée + PRATIC],PMVL[Ref Unik Light],PMVL[Ptf name],PMVL[Holding Date 2],PMVL[Parametres_Indices.TICKER],PMVL[PFMIndice.Date J]
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR001400EBG6,MH Lazard Total Return,1126.16,2026-03-19T00:00:00,P,7395,1,7505213.85,7505213.85,8327953.2,PP,FC_Taux_Autre,PP_FAC_Taux_Autre,FR42,9745480,PP_FAC_Taux_Autre,7505213.85,822739.3500000006,-0.00306815269579624,8302401.767938956,797187.9179389561,MMH AG,Hors mandat MUTUELLE MH AG,0,797187.9179389561,8302401.767938956,PP_FAC_Taux,MHM HM ACTIFS COTE,2026-03-23T00:00:00,LECPTREU,2026-03-19T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,LU1585264762,TIKEHAU SUBFIN FUND I CAP,222.33,2026-03-19T00:00:00,P,8484,1,1810485.6,1810485.6,1886247.72,PP,FC_Taux_HY,PP_FAC_Taux_Corp_HY,LU49,7240288,PP_FAC_Taux_Corp_HY,1810485.6,75762.11999999988,-0.00232865115776412,1881855.307062992,71369.7070629918,MMH AG,Hors mandat MUTUELLE MH AG,0,71369.7070629918,1881855.307062992,PP_FAC_Taux,MHM HM ACTIFS COTE,2026-03-23T00:00:00,HE00,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR0007053749,OSTRUM SRI CRDT ULTRA SHT PLSS,1759.24,2026-03-19T00:00:00,P,2859,1,4389108.21,4389108.21,5029667.16,PP,FC_Taux_Entr,PP_FAC_Taux_Corp_IG,FR42,8297652,PP_FAC_Taux_Corp_IG,4389108.21,640558.9500000002,-0.00306815269579624,5014235.373144088,625127.1631440884,MMH AG,Hors mandat MUTUELLE MH AG,0,625127.1631440884,5014235.373144088,PP_FAC_Taux,MHM HM ACTIFS COTE,2026-03-23T00:00:00,LECPTREU,2026-03-19T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR0007040365,MH EDRAM HYBRIDES CORPORATE,33411.98,2026-03-19T00:00:00,P,56,1,1511236.1600000001,1511236.1600000001,1871070.88,PP,FC_Taux_HY,PP_FAC_Taux_Corp_HY,XL42,1334621,PP_FAC_Taux_Corp_HY,1511236.1600000001,359834.71999999974,-0.00232865115776412,1866713.8086290292,355477.64862902905,MMH AG,Hors mandat MUTUELLE MH AG,0,355477.64862902905,1866713.8086290292,PP_FAC_Taux,MHM HM ACTIFS COTE,2026-03-23T00:00:00,HE00,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR0010590950,OBJECTIF CREDIT FI-C,19795.9,2026-03-19T00:00:00,P,92,1,1179349.56,1179349.56,1821222.8,PP,FC_Taux_Autre,PP_FAC_Taux_Corp_HY,FR49,2956515,PP_FAC_Taux_Corp_HY,1179349.56,641873.24,-0.00306815269579624,1815635.0103565345,636285.4503565344,MMH AG,Hors mandat MUTUELLE MH AG,0,636285.4503565344,1815635.0103565345,PP_FAC_Taux,MHM HM ACTIFS COTE,2026-03-23T00:00:00,LECPTREU,2026-03-19T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHP,MHP5C,FR0007053749,OSTRUM SRI CRDT ULTRA SHT PLSS,1758.42,2026-03-19T00:00:00,P,2881,1,4604558.25,4604558.25,5066008.02,PP,FC_Taux_Entr,PP_FAC_Taux_Corp_IG,FR42,8297652,PP_FAC_Taux_Corp_IG,4604558.25,461449.76999999955,-0.00306815269579624,5050464.733836511,445906.48383651115,MHP AG,Hors mandat MHP AG,0,445906.48383651115,5050464.733836511,PP_FAC_Taux,MHP HM NANTI ID,2026-03-23T00:00:00,LECPTREU,2026-03-19T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHP,MHP5D,FR0007053749,OSTRUM SRI CRDT ULTRA SHT PLSS,1758.42,2026-03-19T00:00:00,P,1071,1,1711725.75,1711725.75,1883267.82,PP,FC_Taux_Entr,PP_FAC_Taux_Corp_IG,FR42,8297652,PP_FAC_Taux_Corp_IG,1711725.75,171542.07000000007,-0.00306815269579624,1877489.6667611608,165763.91676116083,MHP AG,Hors mandat MHP AG,0,165763.91676116083,1877489.6667611608,PP_FAC_Taux,MHP HM NANTI SMI,2026-03-23T00:00:00,LECPTREU,2026-03-19T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHP,MHP5E,FR0007053749,OSTRUM SRI CRDT ULTRA SHT PLSS,1758.42,2026-03-19T00:00:00,P,1135,1,1816454,1816454,1995806.7,PP,FC_Taux_Entr,PP_FAC_Taux_Corp_IG,FR42,8297652,PP_FAC_Taux_Corp_IG,1816454,179352.69999999995,-0.00306815269579624,1989683.2602931068,173229.26029310678,MHP AG,Hors mandat MHP AG,0,173229.26029310678,1989683.2602931068,PP_FAC_Taux,MHP HM NANTI CNP,2026-03-23T00:00:00,LECPTREU,2026-03-19T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHP,MHP5F,FR0007053749,OSTRUM SRI CRDT ULTRA SHT PLSS,1758.42,2026-03-19T00:00:00,P,832,1,1329744,1329744,1463005.44,PP,FC_Taux_Entr,PP_FAC_Taux_Corp_IG,FR42,8297652,PP_FAC_Taux_Corp_IG,1329744,133261.43999999994,-0.00306815269579624,1458516.7159152995,128772.71591529949,MHP AG,Hors mandat MHP AG,0,128772.71591529949,1458516.7159152995,PP_FAC_Taux,MHP HM NANT GENERALI,2026-03-23T00:00:00,LECPTREU,2026-03-19T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHRS,MRS2C,LU0593537219,OSTRUM EURO HIGH INCOME FD IDE,95.57,2026-03-19T00:00:00,P,15760,1,1361984.8,1361984.8,1506183.2,PP,FC_Taux_HY,PP_FAC_Taux_Corp_HY,LU42,7240285,PP_FAC_Taux_Corp_HY,1361984.8,144198.3999999999,-0.00232865115776412,1502675.8247475151,140691.0247475151,MHRS AG,Hors mandat MHRS AG,0,140691.0247475151,1502675.8247475151,PP_FAC_Taux,MHRS HM ACTIFS COTE,2026-03-23T00:00:00,HE00,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHRS,MRS2C,FR0011034560,EDR FINANCIAL BDS S,1475.32,2026-03-19T00:00:00,P,2093,1,2332830.74,2332830.74,3087844.76,PP,FC_Taux_Autre,PP_FAC_Taux_Corp_HY,FR42,4879142,PP_FAC_Taux_Corp_HY,2332830.74,755014.0199999996,-0.00306815269579624,3078370.7807754055,745540.0407754052,MHRS AG,Hors mandat MHRS AG,0,745540.0407754052,3078370.7807754055,PP_FAC_Taux,MHRS HM ACTIFS COTE,2026-03-23T00:00:00,LECPTREU,2026-03-19T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHRS,MRS2C,FR0010590950,OBJECTIF CREDIT FI-C,19795.9,2026-03-19T00:00:00,P,170,1,2211485.6,2211485.6,3365303,PP,FC_Taux_Autre,PP_FAC_Taux_Corp_HY,FR49,2956515,PP_FAC_Taux_Corp_HY,2211485.6,1153817.4,-0.00306815269579624,3354977.736528379,1143492.1365283788,MHRS AG,Hors mandat MHRS AG,0,1143492.1365283788,3354977.736528379,PP_FAC_Taux,MHRS HM ACTIFS COTE,2026-03-23T00:00:00,LECPTREU,2026-03-19T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHRS,MRS2C,FR0007040365,MH EDRAM HYBRIDES CORPORATE,33411.98,2026-03-19T00:00:00,P,270,1,3716498.1300000004,3716498.1300000004,9021234.6,PP,FC_Taux_HY,PP_FAC_Taux_Corp_HY,XL42,1334621,PP_FAC_Taux_Corp_HY,3716498.1300000004,5304736.469999999,-0.00232865115776412,9000227.291604247,5283729.161604246,MHRS AG,Hors mandat MHRS AG,0,5283729.161604246,9000227.291604247,PP_FAC_Taux,MHRS HM ACTIFS COTE,2026-03-23T00:00:00,HE00,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,QUATREM,QUA2A,LU0970532437,LFAM MULTI OBLIG I CAP,1146.51,2026-03-19T00:00:00,P,0.0019999999999527063,1,2.44,2.44,2.29,PP,FC_Taux_Souv,PP_FAC_Taux_Gov,LU42,4564784,PP_FAC_Taux_Gov,2.44,-0.1499999999999999,0,2.29,-0.1499999999999999,QUATREM AG,Hors mandat QUATREM AG,0,-0.1499999999999999,2.29,PP_FAC_Taux,QUATREM HM ACT COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,QUATREM,QUA2A,FR0011034560,EDR FINANCIAL BDS S,1475.32,2026-03-19T00:00:00,P,10494.819,1,10410497.400865804,10410497.400865804,15483216.37,PP,FC_Taux_Autre,PP_FAC_Taux_Corp_HY,FR42,4879142,PP_FAC_Taux_Corp_HY,10410497.400865804,5072718.969134195,-0.00306815269579624,15435711.497954788,5025214.097088983,QUATREM AG,Hors mandat QUATREM AG,0,5025214.097088983,15435711.497954788,PP_FAC_Taux,QUATREM HM ACT COTE,2026-03-23T00:00:00,LECPTREU,2026-03-19T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,QUATREM,QUA2A,FR0010590950,OBJECTIF CREDIT FI-C,19795.9,2026-03-19T00:00:00,P,468.382,1,6110803.439816754,6110803.439816754,9272043.23,PP,FC_Taux_Autre,PP_FAC_Taux_Corp_HY,FR49,2956515,PP_FAC_Taux_Corp_HY,6110803.439816754,3161239.790183246,-0.00306815269579624,9243595.185568336,3132791.745751582,QUATREM AG,Hors mandat QUATREM AG,0,3132791.745751582,9243595.185568336,PP_FAC_Taux,QUATREM HM ACT COTE,2026-03-23T00:00:00,LECPTREU,2026-03-19T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,QUATREM,QUA2A,FR001400MAX6,MH Lazard Diversifi�,1119.87,2026-03-19T00:00:00,P,63200,1,64177988,64177988,70775784,PP,FC_Div,PP_FAC_DIV_Autres,FR44,10831093,PP_FAC_DIV_Autres,64177988,6597796,0,70775784,6597796,QUATREM AG,Hors mandat QUATREM AG,0,6597796,70775784,PP_FAC_DIV,QUATREM HM ACT COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,QUATREM,QUA2A,LU1585264762,TIKEHAU SUBFIN FUND I CAP,222.33,2026-03-19T00:00:00,P,95207,1,15913415.509999998,15913415.51,21167372.310000002,PP,FC_Taux_HY,PP_FAC_Taux_Corp_HY,LU49,7240288,PP_FAC_Taux_Corp_HY,15913415.51,5253956.800000003,-0.00232865115776412,21118080.883963495,5204665.373963496,QUATREM AG,Hors mandat QUATREM AG,0,5204665.373963496,21118080.883963495,PP_FAC_Taux,QUATREM HM ACT COTE,2026-03-23T00:00:00,HE00,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,QUATREM,QUA2A,FR0007040365,MH EDRAM HYBRIDES CORPORATE,33411.98,2026-03-19T00:00:00,P,433,1,10075277.819999998,10075277.819999998,14467387.34,PP,FC_Taux_HY,PP_FAC_Taux_Corp_HY,XL42,1334621,PP_FAC_Taux_Corp_HY,10075277.819999998,4392109.520000001,-0.00232865115776412,14433697.841720887,4358420.021720888,QUATREM AG,Hors mandat QUATREM AG,0,4358420.021720888,14433697.841720887,PP_FAC_Taux,QUATREM HM ACT COTE,2026-03-23T00:00:00,HE00,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,QUATREM,QUA2A,LU2541301847,EdRF EM Climate Bonds S EUR H,107.44,2026-03-19T00:00:00,P,43944,1,4387368.96,4387368.96,4721343.36,PP,FC_Taux_Emerg,PP_FAC_Taux_Eme,LU42,11008396,PP_FAC_Taux_Eme,4387368.96,333974.4000000004,0,4721343.36,333974.4000000004,QUATREM AG,Hors mandat QUATREM AG,0,333974.4000000004,4721343.36,PP_FAC_Taux,QUATREM HM ACT COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,QUATREM,QUA2A,FR0007023700,EQUILIBRE DISCOVERY,606.43,2026-03-19T00:00:00,P,0.53,1,227.27999964000003,227.27999964000003,321.41,PP,FC_Div,PP_FAC_DIV_Autres,FR41,8470123,PP_FAC_DIV_Autres,227.27999964000003,94.13000036,0,321.41,94.13000036,QUATREM AG,Hors mandat QUATREM AG,0,94.13000036,321.41,PP_FAC_DIV,QUATREM HM ACT COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,QUATREM,QUA2A,FR001400EBG6,MH Lazard Total Return,1126.16,2026-03-19T00:00:00,P,81307,1,83393623.56,83393623.56,91564691.12,PP,FC_Taux_Autre,PP_FAC_Taux_Autre,FR42,9745480,PP_FAC_Taux_Autre,83393623.56,8171067.560000002,-0.00306815269579624,91283756.66610043,7890133.106100425,QUATREM AG,Hors mandat QUATREM AG,0,7890133.106100425,91283756.66610043,PP_FAC_Taux,QUATREM HM ACT COTE,2026-03-23T00:00:00,LECPTREU,2026-03-19T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,QUATREM,QUA2A,LU2066074910,BDLCM Funds BDL Transition E Acc,149.91,2026-03-19T00:00:00,P,60511,1,8625843.05,8625843.05,9071204.01,PP,FC_Act_exEUR,PP_FAC_Taux_Gov,LU41,11008390,PP_FAC_Taux_Gov,8625843.05,445360.95999999903,0,9071204.01,445360.95999999903,QUATREM AG,Hors mandat QUATREM AG,0,445360.95999999903,9071204.01,PP_FAC_Taux,QUATREM HM ACT COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,AUXIA,AUX2D,FR0010990093,TESTAMENT OBSEQUES FINANCEMENT,136.63,2026-03-13T00:00:00,P,139427.4806,100,18499109.134381104,18499109.134381104,19049976.669999998,PP,FC_Taux_Infl,PP_FAC_Taux_Infl,FR42,3215199,PP_FAC_Taux_Infl,18499109.134381104,550867.5356188938,-0.0010098569228867,19030738.91917897,531629.7847978659,AUXIA AG,Hors mandat AUXIA AG,0,531629.7847978659,19030738.91917897,PP_FAC_Taux,AUXIA HM ACT PIV UC,2026-03-23T00:00:00,LF94TRUU,2026-03-19T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHRS,MRS2C,FR0014006K51,BNP 12/31 0004,0.9695999999999999,2026-03-20T00:00:00,%,3243000,1000,3239676.8,3239676.8,3144412.8,PA,Obl_Entr_Sub_Stru,PA_Obl_Struct,NL54,8800121,PA_Obl_Struct,3239676.8,-95264,0,3144412.8,-95264,MHRS AG,Hors mandat MHRS AG,0,-95264,3144412.8,PA_Obl_Struct,MHRS HM ACTIFS COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,QUATREM,QUA2A,LU0945150927,AF IMP EUR CORP SHT TERM GREEN BD,1091.42,2026-03-20T00:00:00,P,10404,1000,10217976.479999999,10217976.479999999,11355133.68,PP,FC_Taux_Entr,PP_FAC_Taux_Corp_IG,LU42,4498626,PP_FAC_Taux_Corp_IG,10217976.479999999,1137157.2000000011,-0.00306815269579624,11320294.395988582,1102317.9159885831,QUATREM AG,Hors mandat QUATREM AG,0,1102317.9159885831,11320294.395988582,PP_FAC_Taux,QUATREM HM ACT COTE,2026-03-23T00:00:00,LECPTREU,2026-03-19T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,QUATREM,QUA2A,XS1996470917,BNP 08/29 0001,1.0499,2026-02-27T00:00:00,%,2500000,100000,2519300,2506596.22,2624750,PP,Obl_Entr_Sub_Stru,PA_Obl_Struct,FR59,9946841,PA_Obl_Struct,2506596.22,118153.7799999998,0,2624750,118153.7799999998,QUATREM AG,Hors mandat QUATREM AG,0,118153.7799999998,2624750,PA_Obl_Struct,QUATREM HM ACT COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,QUATREM,QUA2A,XS2116546941,UBS 02/28 MTN6,1.0336,2026-02-27T00:00:00,%,3000000,1000,3000000,3000000,3100800,PP,Obl_Entr_Sub_Stru,PA_Obl_Struct,GB51,9946845,PA_Obl_Struct,3000000,100800,0,3100800,100800,QUATREM AG,Hors mandat QUATREM AG,0,100800,3100800,PA_Obl_Struct,QUATREM HM ACT COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,AUXIA,AUX2A,FR0011662014,MM STRATIC,23742.55,2026-02-20T00:00:00,P,228,1,2306420.67,2306420.67,5413301.4,PP,FC_Div,PP_FAC_Act_EUR_MULTI,XL44,4622726,PP_FAC_Act_EUR_MULTI,2306420.67,3106880.7300000004,0,5413301.4,3106880.7300000004,AUXIA AG,Hors mandat AUXIA AG,0,3106880.7300000004,5413301.4,PP_FAC_Act,AUXIA HM ACT NC,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,AUXIA,AUX2E,FR0010752865,COVEA PROFIL DYNAMIQUE D,118.44,2026-03-18T00:00:00,P,4224.5429,1,429905.1995132627,429905.1995132627,500354.86,PP,FC_Div,PP_FAC_Act_EUR_LC,FR41,8466180,PP_FAC_Act_EUR_LC,429905.1995132627,70449.66048673727,0,500354.86,70449.66048673727,AUXIA AG,Hors mandat AUXIA AG,0,70449.66048673727,500354.86,PP_FAC_Act,AUXIA HM ACT COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,AUXIA,AUX2E,FR0011441583,LBPAM ISR Opti Euro Equity MH,2462.63,2026-03-17T00:00:00,P,7888,1,8412826.24,8412826.24,19425225.44,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873494,PP_FAC_Act_EUR_LC,8412826.24,11012399.200000001,-0.0189226095922859,19057649.48275674,10644823.242756741,AUXIA AG,Hors mandat AUXIA AG,0,10644823.242756741,19057649.48275674,PP_FAC_Act,AUXIA HM ACT COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,AUXIA,AUX2E,LU1956164344,BNPP Rspnb US Mlt-Fac Eq I EUR Acc,216.71,2026-03-20T00:00:00,P,18400,1,3696560,3696560,3987464,PP,FC_Act_US,,LU41,11976073,PP_FAC_Act_EUR_LC,3696560,290904,0,3987464,290904,AUXIA AG,Hors mandat AUXIA AG,0,290904,3987464,PP_FAC_Act,AUXIA HM ACT COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,AUXIA,AUX2E,FR0010831693,Ostrum SRI Cash Plus I C EUR,111582.07,2026-03-22T00:00:00,P,497.6,1,55322286.19,55322286.19,55523238.03,PP,FC_Mon,PP_Mon_Fonds,FR43,4284156,PP_Mon_Fonds,55322286.19,200951.84000000358,0,55523238.03,200951.84000000358,AUXIA AG,Hors mandat AUXIA AG,0,200951.84000000358,55523238.03,PP_Mon_Fonds,AUXIA HM ACT COTE,2026-03-23T00:00:00,Monetaire,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,AUXIA,AUX2E,IE00B4WXJJ64,ISHARES CORE EUR GVT (GER),108.085,2026-03-20T00:00:00,P,150000,1,16379280,16379280,16212750,PP,FC_Taux_Souv,PP_FAC_Taux_Gov,GB42,5030921,PP_FAC_Taux_Gov,16379280,-166530,0,16212750,-166530,AUXIA AG,Hors mandat AUXIA AG,0,-166530,16212750,PP_FAC_Taux,AUXIA HM ACT COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,AUXIA ASSISTANCE,AAS2E,FR0011758044,LBPAM PRO ALTO M,1134.65,2026-03-17T00:00:00,P,1153,1,1152877.74,1152877.74,1308251.45,PP,FC_Div,PP_FAC_Taux_Corp_IG,FR42,5873495,PP_FAC_Taux_Corp_IG,1152877.74,155373.70999999996,0,1308251.45,155373.70999999996,AUXIA ASS,Hors mandat AUXIA ASSISTANCE,0,155373.70999999996,1308251.45,PP_FAC_Taux,AUXIA ASS HM ACT COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,AUXIA ASSISTANCE,AAS2E,FR0007078480,LBPAM ACTIONS EURO LARGE CAP M,4087.1,2026-03-17T00:00:00,P,459,1,824285.82,824285.82,1875978.9,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,4597012,PP_FAC_Act_EUR_LC,824285.82,1051693.08,-0.0189226095922859,1840480.483671934,1016194.6636719342,AUXIA ASS,Hors mandat AUXIA ASSISTANCE,0,1016194.6636719342,1840480.483671934,PP_FAC_Act,AUXIA ASS HM ACT COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,AUXIA ASSISTANCE,AAS2E,FR0010831693,Ostrum SRI Cash Plus I C EUR,111582.07,2026-03-22T00:00:00,P,2,1,,,223164.14,PP,FC_Mon,PP_Mon_Fonds,FR43,4284156,PP_Mon_Fonds,223164.14,0,0,223164.14,0,AUXIA ASS,Hors mandat AUXIA ASSISTANCE,0,0,223164.14,PP_Mon_Fonds,AUXIA ASS HM ACT COTE,2026-03-23T00:00:00,Monetaire,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,AUXIA ASSISTANCE,AAS2E,FR0007079330,LBPAM SELECTION ACTIONS ASIE,5446.16,2026-03-17T00:00:00,P,21,1,67940.23,67940.23,114369.36,PP,FC_Act_AsPac,PP_FAC_Act_Asie,FR41,4622700,PP_FAC_Act_Asie,67940.23,46429.130000000005,-0.00911425247081165,113326.96877803485,45386.73877803485,AUXIA ASS,Hors mandat AUXIA ASSISTANCE,0,45386.73877803485,113326.96877803485,PP_FAC_Act,AUXIA ASS HM ACT COTE,2026-03-23T00:00:00,MSDEPN,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,AUXIA ASSISTANCE,AAS2E,FR0007022793,LBPAM ACTIONS EX-EURO-M,5330.43,2026-03-17T00:00:00,P,46,1,128144.68,128144.68,245199.78,PP,FC_Act_exEUR,PP_FAC_Act_ExEUR,FR41,5873215,PP_FAC_Act_ExEUR,128144.68,117055.1,0,245199.78,117055.1,AUXIA ASS,Hors mandat AUXIA ASSISTANCE,0,117055.1,245199.78,PP_FAC_Act,AUXIA ASS HM ACT COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,AUXIA,AUX2D,FR0011312859,TESTAMENT OBSEQUES FINANCEMENT II,136.67,2026-03-13T00:00:00,P,345277.204375933,1,41618433.3551771,41618433.355177104,47189035.519999996,PP,FC_Taux_Infl,PP_FAC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41618433.355177104,5570602.164822891,-0.0010098569228867,47141381.34579578,5522947.990618676,AUXIA AG,Hors mandat AUXIA AG,0,5522947.990618676,47141381.34579578,PP_FAC_Taux,AUXIA HM ACT PIV UC,2026-03-23T00:00:00,LF94TRUU,2026-03-19T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,CAPREVAL,CAP2B,FR0011441583,LBPAM ISR Opti Euro Equity MH,2462.63,2026-03-17T00:00:00,P,206,1,281586.38,281586.38,507301.78,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873494,PP_FAC_Act_EUR_LC,281586.38,225715.40000000002,-0.0189226095922859,497702.3064715883,216115.92647158832,CAPREVAL AG,batch,0,216115.92647158832,497702.3064715883,PP_FAC_Act,CAPREVAL HM ACT COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,CAPREVAL,CAP2B,FR0007078480,LBPAM ACTIONS EURO LARGE CAP M,4087.1,2026-03-17T00:00:00,P,592,1,1027753.98,1027753.98,2419563.2,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,4597012,PP_FAC_Act_EUR_LC,1027753.98,1391809.2200000002,-0.0189226095922859,2373778.7501825383,1346024.7701825383,CAPREVAL AG,batch,0,1346024.7701825383,2373778.7501825383,PP_FAC_Act,CAPREVAL HM ACT COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,CAPREVAL,CAP2B,FR0007079330,LBPAM SELECTION ACTIONS ASIE,5446.16,2026-03-17T00:00:00,P,18,1,39697.200000000004,39697.200000000004,98030.88,PP,FC_Act_AsPac,PP_FAC_Act_Asie,FR41,4622700,PP_FAC_Act_Asie,39697.200000000004,58333.68,-0.00911425247081165,97137.40180974416,57440.201809744154,CAPREVAL AG,batch,0,57440.201809744154,97137.40180974416,PP_FAC_Act,CAPREVAL HM ACT COTE,2026-03-23T00:00:00,MSDEPN,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,CAPREVAL,CAP2B,FR001400GS55,LBPAM ISR CONVS MONDE-MH,12719.58,2026-03-17T00:00:00,P,397,1,4136179.95,4136179.95,5049673.26,PP,FC_Conv_Monde,PP_FAC_Conv_Global,FR42,10056894,PP_FAC_Conv_Global,4136179.95,913493.3099999996,-0.0198606616918708,4949383.407728653,813203.4577286532,CAPREVAL AG,batch,0,813203.4577286532,4949383.407728653,PP_FAC_Conv,CAPREVAL HM ACT COTE,2026-03-23T00:00:00,UCBIFX13,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,CAPREVAL,CAP2B,FR0007012182,LBPAM ISR Actions Euromonde MH,9648.36,2026-03-17T00:00:00,P,305,1,1224422.17,1224422.17,2942749.8,PP,FC_Act_Mixte,PP_FAC_Act_Global,FR41,5873490,PP_FAC_Act_Global,1224422.17,1718327.63,0,2942749.8,1718327.63,CAPREVAL AG,batch,0,1718327.63,2942749.8,PP_FAC_Act,CAPREVAL HM ACT COTE,2026-03-23T00:00:00,,
