PMVL[Source Name],PMVL[Holding date],PMVL[GROUPE],PMVL[ENTITE],PMVL[Selected Fund code],PMVL[ISIN],PMVL[Orig. name],PMVL[Quote],PMVL[Quote Date],PMVL[Quote Mode],PMVL[Quantity],PMVL[Inst. Nominal],PMVL[PRMP MtM],PMVL[RefUnik Position],PMVL[Ref Unik Asset],PMVL[Ref Unik Codes],PMVL[CIC],PMVL[Inst Num],PMVL[Ref Unik Codes Completed],PMVL[PRMP VNC],PMVL[PRMP PMVL],PMVL[Parametres_Indices.TICKER],PMVL[PFMIndice.Perf J / J-1],PMVL[MtM Estimé],PMVL[PMVL Estimé],PMVL[CANTON],PMVL[3A],PMVL[PRATIC_PMVLEstimée],PMVL[PMVL Estimée + PRATIC],PMVL[MtM Estimée + PRATIC],PMVL[PFMIndice.Date J],PMVL[Ref Unik Light],PMVL[Ptf name],PMVL[Holding Date 2],PMVL[Holding date 31-12-2025],PMVL[Quantity 31-12-2025],PMVL[Purch. Val. (clean) (ptf cur.) 31-12-2025],PMVL[VNC Agrege dirty (ptf cur.) 31-12-2025],PMVL[PRMP MtM 31-12-2025],PMVL[PMVL 31-12-2025.1],PMVL[Variation PMVL],PMVL[Purch. Val. (clean) (ptf cur.)],PMVL[VNC Agrege dirty (ptf cur.)]
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,INPR,INP2C,FR0007443544,PRATIC INPR,4643.47,2026-02-17T00:00:00,P,7247,1,33651227.09,PP,FC_Div,PP_FAC_DIV_PRATIC,FR42,8615534,PP_FAC_DIV_PRATIC,33651227.09,0,,0,33651227.09,0,INPR AG,Hors mandat INPR AG,-254932.5410482652,-254932.5410482652,33396294.548951738,,PP_FAC_DIV,INPR HM ACT COTE,2026-02-19T00:00:00,2025-12-31T00:00:00,7247,32698246.590000004,32698246.590000004,32890654.439999998,192407.84999999404,-192407.84999999404,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MHP,MHP2C,FR0010251082,PRATIC MHP,833.79,2026-02-17T00:00:00,P,536781,1,447562629.99,PP,FC_Div,PP_FAC_DIV_PRATIC,FR44,4622712,PP_FAC_DIV_PRATIC,447562629.99,0,,0,447562629.99,0,MHP AG,Hors mandat MHP AG,-8597471.532369824,-8597471.532369824,438965158.45763016,,PP_FAC_DIV,MHP HM ACT COTE,2026-02-19T00:00:00,2025-12-31T00:00:00,536781,551542311.23,551542311.23,479184398.7,-72357912.53000003,72357912.53000003,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR0013423530,PRATIC MUTUEL,1189.6,2026-02-17T00:00:00,P,18467,1,21968343.2,PP,FC_Div,PP_FAC_DIV_PRATIC,FR44,8615536,PP_FAC_DIV_PRATIC,21968343.2,0,,0,21968343.2,0,MMH AG,Hors mandat MUTUELLE MH AG,-62512.794075638136,-62512.794075638136,21905830.40592436,,PP_FAC_DIV,MHM HM ACTIFS COTE,2026-02-19T00:00:00,2025-12-31T00:00:00,18467,18448496.189999998,18448496.189999998,22039071.81,3590575.620000001,-3590575.620000001,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,AUXIA,AUX2E,FR0013423555,PRATIC AUXIA,648.54,2026-02-17T00:00:00,P,80553,1,52241842.62,PP,FC_Div,PP_FAC_DIV_PRATIC,FR44,8615538,PP_FAC_DIV_PRATIC,52241842.62,0,,0,52241842.62,0,AUXIA AG,Hors mandat AUXIA AG,-330760.0687072775,-330760.0687072775,51911082.55129272,,PP_FAC_DIV,AUXIA HM ACT COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,80553,55903597.20999999,55903597.20999999,52085569.8,-3818027.4099999964,3818027.4099999964,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,INPR,INP2C,FR0007443544,PRATIC INPR,4643.47,2026-02-17T00:00:00,P,7247,1,33651227.09,PP,FC_Div,PP_FAC_DIV_PRATIC,FR42,8615534,PP_FAC_DIV_PRATIC,33651227.09,0,,0,33651227.09,0,INPR AG,Hors mandat INPR AG,-254932.5410482652,-254932.5410482652,33396294.548951738,,PP_FAC_DIV,INPR HM ACT COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,7247,34706826.15,34706826.15,33072264.26,-1634561.8899999969,1634561.8899999969,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MHP,MHP2C,FR0010251082,PRATIC MHP,833.79,2026-02-17T00:00:00,P,536781,1,447562629.99,PP,FC_Div,PP_FAC_DIV_PRATIC,FR44,4622712,PP_FAC_DIV_PRATIC,447562629.99,0,,0,447562629.99,0,MHP AG,Hors mandat MHP AG,-8597471.532369824,-8597471.532369824,438965158.45763016,,PP_FAC_DIV,MHP HM ACT COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,536781,582211904.27,582211904.27,489184628.73,-93027275.53999996,93027275.53999996,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR0013423530,PRATIC MUTUEL,1189.6,2026-02-17T00:00:00,P,18467,1,21968343.2,PP,FC_Div,PP_FAC_DIV_PRATIC,FR44,8615536,PP_FAC_DIV_PRATIC,21968343.2,0,,0,21968343.2,0,MMH AG,Hors mandat MUTUELLE MH AG,-62512.794075638136,-62512.794075638136,21905830.40592436,,PP_FAC_DIV,MHM HM ACTIFS COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,18467,18448496.189999998,18448496.189999998,22097058.189999998,3648562,-3648562,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,AUXIA,AUX2E,FR0013423555,PRATIC AUXIA,648.54,2026-02-17T00:00:00,P,80553,1,52241842.62,PP,FC_Div,PP_FAC_DIV_PRATIC,FR44,8615538,PP_FAC_DIV_PRATIC,52241842.62,0,,0,52241842.62,0,AUXIA AG,Hors mandat AUXIA AG,-330760.0687072775,-330760.0687072775,51911082.55129272,,PP_FAC_DIV,AUXIA HM ACT COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,80553,52085569.8,52085569.8,51574058.25,-511511.549999997,511511.549999997,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,INPR,INP2C,FR0007443544,PRATIC INPR,4643.47,2026-02-17T00:00:00,P,7247,1,33651227.09,PP,FC_Div,PP_FAC_DIV_PRATIC,FR42,8615534,PP_FAC_DIV_PRATIC,33651227.09,0,,0,33651227.09,0,INPR AG,Hors mandat INPR AG,-254932.5410482652,-254932.5410482652,33396294.548951738,,PP_FAC_DIV,INPR HM ACT COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,7247,33072264.259999998,33072264.259999998,32800211.880000003,-272052.37999999523,272052.37999999523,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MHP,MHP2C,FR0010251082,PRATIC MHP,833.79,2026-02-17T00:00:00,P,536781,1,447562629.99,PP,FC_Div,PP_FAC_DIV_PRATIC,FR44,4622712,PP_FAC_DIV_PRATIC,447562629.99,0,,0,447562629.99,0,MHP AG,Hors mandat MHP AG,-8597471.532369824,-8597471.532369824,438965158.45763016,,PP_FAC_DIV,MHP HM ACT COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,536781,554175434.15,554175434.15,480053983.91999996,-74121450.23000002,74121450.23000002,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR0013423530,PRATIC MUTUEL,1189.6,2026-02-17T00:00:00,P,18467,1,21968343.2,PP,FC_Div,PP_FAC_DIV_PRATIC,FR44,8615536,PP_FAC_DIV_PRATIC,21968343.2,0,,0,21968343.2,0,MMH AG,Hors mandat MUTUELLE MH AG,-62512.794075638136,-62512.794075638136,21905830.40592436,,PP_FAC_DIV,MHM HM ACTIFS COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,18467,18448496.189999998,18448496.189999998,22019312.119999997,3570815.9299999997,-3570815.9299999997,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,AUXIA,AUX2E,FR0013423555,PRATIC AUXIA,648.54,2026-02-17T00:00:00,P,80553,1,52241842.62,PP,FC_Div,PP_FAC_DIV_PRATIC,FR44,8615538,PP_FAC_DIV_PRATIC,52241842.62,0,,0,52241842.62,0,AUXIA AG,Hors mandat AUXIA AG,-330760.0687072775,-330760.0687072775,51911082.55129272,,PP_FAC_DIV,AUXIA HM ACT COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,80553,52085569.8,52085569.8,51272790.03,-812779.7699999958,812779.7699999958,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,INPR,INP2C,FR0007443544,PRATIC INPR,4643.47,2026-02-17T00:00:00,P,7247,1,33651227.09,PP,FC_Div,PP_FAC_DIV_PRATIC,FR42,8615534,PP_FAC_DIV_PRATIC,33651227.09,0,,0,33651227.09,0,INPR AG,Hors mandat INPR AG,-254932.5410482652,-254932.5410482652,33396294.548951738,,PP_FAC_DIV,INPR HM ACT COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,7247,32698246.590000004,32698246.590000004,32698246.590000004,0,0,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MHP,MHP2C,FR0010251082,PRATIC MHP,833.79,2026-02-17T00:00:00,P,536781,1,447562629.99,PP,FC_Div,PP_FAC_DIV_PRATIC,FR44,4622712,PP_FAC_DIV_PRATIC,447562629.99,0,,0,447562629.99,0,MHP AG,Hors mandat MHP AG,-8597471.532369824,-8597471.532369824,438965158.45763016,,PP_FAC_DIV,MHP HM ACT COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,536781,551542311.23,551542311.23,475475241.99,-76067069.24000001,76067069.24000001,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR0013423530,PRATIC MUTUEL,1189.6,2026-02-17T00:00:00,P,18467,1,21968343.2,PP,FC_Div,PP_FAC_DIV_PRATIC,FR44,8615536,PP_FAC_DIV_PRATIC,21968343.2,0,,0,21968343.2,0,MMH AG,Hors mandat MUTUELLE MH AG,-62512.794075638136,-62512.794075638136,21905830.40592436,,PP_FAC_DIV,MHM HM ACTIFS COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,18467,18448496.189999998,18448496.189999998,21968712.54,3520216.3500000015,-3520216.3500000015,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,AUXIA,AUX2E,FR0013423555,PRATIC AUXIA,648.54,2026-02-17T00:00:00,P,80553,1,52241842.62,PP,FC_Div,PP_FAC_DIV_PRATIC,FR44,8615538,PP_FAC_DIV_PRATIC,52241842.62,0,,0,52241842.62,0,AUXIA AG,Hors mandat AUXIA AG,-330760.0687072775,-330760.0687072775,51911082.55129272,,PP_FAC_DIV,AUXIA HM ACT COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,80553,51344482.199999996,51344482.199999996,51344482.2,7.450580596923828E-09,-7.450580596923828E-09,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,INPR,INP2C,FR0007443544,PRATIC INPR,4643.47,2026-02-17T00:00:00,P,7247,1,33651227.09,PP,FC_Div,PP_FAC_DIV_PRATIC,FR42,8615534,PP_FAC_DIV_PRATIC,33651227.09,0,,0,33651227.09,0,INPR AG,Hors mandat INPR AG,-254932.5410482652,-254932.5410482652,33396294.548951738,,PP_FAC_DIV,INPR HM ACT COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,7247,32698246.590000004,32698246.590000004,32804632.55,106385.95999999717,-106385.95999999717,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MHP,MHP2C,FR0010251082,PRATIC MHP,833.79,2026-02-17T00:00:00,P,536781,1,447562629.99,PP,FC_Div,PP_FAC_DIV_PRATIC,FR44,4622712,PP_FAC_DIV_PRATIC,447562629.99,0,,0,447562629.99,0,MHP AG,Hors mandat MHP AG,-8597471.532369824,-8597471.532369824,438965158.45763016,,PP_FAC_DIV,MHP HM ACT COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,536781,551542311.23,551542311.23,478942847.25,-72599463.98000002,72599463.98000002,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR0013423530,PRATIC MUTUEL,1189.6,2026-02-17T00:00:00,P,18467,1,21968343.2,PP,FC_Div,PP_FAC_DIV_PRATIC,FR44,8615536,PP_FAC_DIV_PRATIC,21968343.2,0,,0,21968343.2,0,MMH AG,Hors mandat MUTUELLE MH AG,-62512.794075638136,-62512.794075638136,21905830.40592436,,PP_FAC_DIV,MHM HM ACTIFS COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,18467,18448496.189999998,18448496.189999998,22009709.279999997,3561213.09,-3561213.09,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MHP,MHP2C,LU0104884605,PICTET WATER-I,651.65,2026-02-18T00:00:00,P,33430,1,21784659.5,PP,FC_Act_EUR,PP_FAC_Act_Global,LU44,1167622,PP_FAC_Act_Global,21784659.5,0,M7EM,0.012365689785888,22054041.841468196,269382.34146819636,MHP AG,Hors mandat MHP AG,0,269382.34146819636,22054041.841468196,2026-02-18T00:00:00,PP_FAC_Act,MHP HM ACT COTE,2026-02-19T00:00:00,2025-12-31T00:00:00,33430,18738199.8,18738199.8,20873357.700000003,2135157.9000000022,-2135157.9000000022,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,LU1105449521,AWF GL CNVRTBLS I EUR PF C,147.35,2026-02-18T00:00:00,P,15124,1,2228521.4,PP,FC_Conv_Monde,PP_FAC_Conv_Global,LU42,7240282,PP_FAC_Conv_Global,2228521.4,0,UCBIFX13,0.000603077324292614,2229865.370723041,1343.9707230408676,MMH AG,Hors mandat MUTUELLE MH AG,0,1343.9707230408676,2229865.370723041,2026-02-17T00:00:00,PP_FAC_Conv,MHM HM ACTIFS COTE,2026-02-19T00:00:00,2025-12-31T00:00:00,15124,1962187.7600000002,1962187.7600000002,2150935.28,188747.51999999955,-188747.51999999955,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,AUXIA,AUX2D,FR0011312859,TESTAMENT OBSEQUES FINANCEMENT II,135.5,2026-02-13T00:00:00,P,345277.204375933,1,46785061.19,PP,FC_Taux_Infl,PP_FAC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,46785061.19,0,LF94TRUU,-0.00297872458600273,46645701.3779757,-139359.81202429533,AUXIA AG,Hors mandat AUXIA AG,0,-139359.81202429533,46645701.3779757,2026-02-17T00:00:00,PP_FAC_Taux,AUXIA HM ACT PIV UC,2026-02-19T00:00:00,2025-12-31T00:00:00,344353.45348,41493512.305572025,41493512.305572025,46298321.82,4804809.514427975,-4804809.514427975,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,AUXIA,AUX2D,FR0010990093,TESTAMENT OBSEQUES FINANCEMENT,136.45,2026-02-13T00:00:00,P,139427.4806,100,19024879.73,PP,FC_Taux_Infl,PP_FAC_Taux_Infl,FR42,3215199,PP_FAC_Taux_Infl,19024879.73,0,LF94TRUU,-0.00297872458600273,18968209.853002507,-56669.87699749321,AUXIA AG,Hors mandat AUXIA AG,0,-56669.87699749321,18968209.853002507,2026-02-17T00:00:00,PP_FAC_Taux,AUXIA HM ACT PIV UC,2026-02-19T00:00:00,2025-12-31T00:00:00,136979.4106,18163616.258339882,18163616.258339882,18692210.37,528594.1116601191,-528594.1116601191,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,EMUT,EMU2A,FR0011527944,LBPAM SLECTION PRO RENDGLBLMH,1223.03,2026-02-16T00:00:00,P,289,1,353455.67,PP,FC_Taux_Entr,PP_FAC_Taux_Corp_IG,FR42,7240232,PP_FAC_Taux_Corp_IG,353455.67,0,LECPTREU,-5.4701765601836E-05,353436.335350789,-19.334649210970383,EMUT AG,Hors mandat EMUT AG,0,-19.334649210970383,353436.335350789,2026-02-17T00:00:00,PP_FAC_Taux,EMUT HORS MDT COTE,2026-02-19T00:00:00,2025-12-31T00:00:00,289,341510.61,341510.61,351574.28,10063.670000000042,-10063.670000000042,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,INPR,INP2C,FR0007484142,CLICHY PREMIERE,4861.84,2026-02-13T00:00:00,P,5375,1,26132390,PP,FC_Taux_Entr,PP_FAC_Taux_Corp_IG,FR42,8468411,PP_FAC_Taux_Corp_IG,26132390,0,LECPTREU,-5.4701765601836E-05,26130960.512127604,-1429.4878723956645,INPR AG,Hors mandat INPR AG,0,-1429.4878723956645,26130960.512127604,2026-02-17T00:00:00,PP_FAC_Taux,INPR HM ACT COTE,2026-02-19T00:00:00,2025-12-31T00:00:00,5375,20467371.650000002,20467371.650000002,25937976.25,5470604.599999998,-5470604.599999998,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,INPR,INP2C,FR0007442041,UBS MM FRA ACT,12840.49,2026-02-13T00:00:00,P,2053,1,26361525.970000003,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,8615533,PP_FAC_Act_EUR_LC,26361525.970000003,0,M7EM,0.012365689785888,26687504.42242765,325978.452427648,INPR AG,Hors mandat INPR AG,0,325978.452427648,26687504.42242765,2026-02-18T00:00:00,PP_FAC_Act,INPR HM ACT COTE,2026-02-19T00:00:00,2025-12-31T00:00:00,2053,6495313.97,6495313.97,25756486.340000004,19261172.370000005,-19261172.370000005,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MHP,MHP1R,FR0011049709,LBPAM SELECTION ACTIONS EMERGENTS,2268.31,2026-02-13T00:00:00,P,419,1,950421.89,PP,FC_Act_Emerg,PP_FAC_Act_Eme,FR41,4622717,PP_FAC_Act_Eme,950421.89,0,MSDEEEMN,0.00247998246985519,952778.9196261666,2357.0296261665644,MHP PERE,Mandats LBPAM MHP PERE,0,2357.0296261665644,952778.9196261666,2026-02-18T00:00:00,PP_FAC_Act,MHP PERE HM ACT COTE,2026-02-19T00:00:00,2025-12-31T00:00:00,419,458188.66000000003,458188.66000000003,855300.51,397111.85,-397111.85,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MHP,MHP1R,FR0011049709,LBPAM SELECTION ACTIONS EMERGENTS,2268.31,2026-02-13T00:00:00,P,419,1,950421.89,PP,FC_Act_Emerg,PP_FAC_Act_Eme,FR41,4622717,PP_FAC_Act_Eme,950421.89,0,MSDEEEMN,0.00247998246985519,952778.9196261666,2357.0296261665644,MHP PERE,Mandats LBPAM MHP PERE,0,2357.0296261665644,952778.9196261666,2026-02-18T00:00:00,PP_FAC_Act,MHP PERE HM ACT COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,419,458188.66000000003,458188.66000000003,830633.98,372445.31999999995,-372445.31999999995,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MHP,MHP1R,FR0011049709,LBPAM SELECTION ACTIONS EMERGENTS,2268.31,2026-02-13T00:00:00,P,419,1,950421.89,PP,FC_Act_Emerg,PP_FAC_Act_Eme,FR41,4622717,PP_FAC_Act_Eme,950421.89,0,MSDEEEMN,0.00247998246985519,952778.9196261666,2357.0296261665644,MHP PERE,Mandats LBPAM MHP PERE,0,2357.0296261665644,952778.9196261666,2026-02-18T00:00:00,PP_FAC_Act,MHP PERE HM ACT COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,419,458188.66000000003,458188.66000000003,832066.96,373878.29999999993,-373878.29999999993,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MHP,MHP1R,FR0011049709,LBPAM SELECTION ACTIONS EMERGENTS,2268.31,2026-02-13T00:00:00,P,419,1,950421.89,PP,FC_Act_Emerg,PP_FAC_Act_Eme,FR41,4622717,PP_FAC_Act_Eme,950421.89,0,MSDEEEMN,0.00247998246985519,952778.9196261666,2357.0296261665644,MHP PERE,Mandats LBPAM MHP PERE,0,2357.0296261665644,952778.9196261666,2026-02-18T00:00:00,PP_FAC_Act,MHP PERE HM ACT COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,419,458188.66000000003,458188.66000000003,839726.28,381537.62,-381537.62,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MHP,MHP1R,FR0011049709,LBPAM SELECTION ACTIONS EMERGENTS,2268.31,2026-02-13T00:00:00,P,419,1,950421.89,PP,FC_Act_Emerg,PP_FAC_Act_Eme,FR41,4622717,PP_FAC_Act_Eme,950421.89,0,MSDEEEMN,0.00247998246985519,952778.9196261666,2357.0296261665644,MHP PERE,Mandats LBPAM MHP PERE,0,2357.0296261665644,952778.9196261666,2026-02-18T00:00:00,PP_FAC_Act,MHP PERE HM ACT COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,419,458188.66000000003,458188.66000000003,844775.23,386586.56999999995,-386586.56999999995,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,AUXIA,AUX2D,FR0010990093,TESTAMENT OBSEQUES FINANCEMENT,136.45,2026-02-13T00:00:00,P,139427.4806,100,19024879.73,PP,FC_Taux_Infl,PP_FAC_Taux_Infl,FR42,3215199,PP_FAC_Taux_Infl,19024879.73,0,LF94TRUU,-0.00297872458600273,18968209.853002507,-56669.87699749321,AUXIA AG,Hors mandat AUXIA AG,0,-56669.87699749321,18968209.853002507,2026-02-17T00:00:00,PP_FAC_Taux,AUXIA HM ACT PIV UC,2026-02-19T00:00:00,2025-12-30T00:00:00,136979.4106,18163616.258339886,18163616.258339886,18692210.37,528594.1116601154,-528594.1116601154,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,AUXIA,AUX2D,FR0010990093,TESTAMENT OBSEQUES FINANCEMENT,136.45,2026-02-13T00:00:00,P,139427.4806,100,19024879.73,PP,FC_Taux_Infl,PP_FAC_Taux_Infl,FR42,3215199,PP_FAC_Taux_Infl,19024879.73,0,LF94TRUU,-0.00297872458600273,18968209.853002507,-56669.87699749321,AUXIA AG,Hors mandat AUXIA AG,0,-56669.87699749321,18968209.853002507,2026-02-17T00:00:00,PP_FAC_Taux,AUXIA HM ACT PIV UC,2026-02-19T00:00:00,2025-12-30T00:00:00,136979.4106,18163616.258339882,18163616.258339882,18692210.37,528594.1116601191,-528594.1116601191,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,AUXIA,AUX2D,FR0010990093,TESTAMENT OBSEQUES FINANCEMENT,136.45,2026-02-13T00:00:00,P,139427.4806,100,19024879.73,PP,FC_Taux_Infl,PP_FAC_Taux_Infl,FR42,3215199,PP_FAC_Taux_Infl,19024879.73,0,LF94TRUU,-0.00297872458600273,18968209.853002507,-56669.87699749321,AUXIA AG,Hors mandat AUXIA AG,0,-56669.87699749321,18968209.853002507,2026-02-17T00:00:00,PP_FAC_Taux,AUXIA HM ACT PIV UC,2026-02-19T00:00:00,2025-12-30T00:00:00,136979.4106,18163616.258339882,18163616.258339882,18692210.37,528594.1116601191,-528594.1116601191,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,AUXIA,AUX2D,FR0010990093,TESTAMENT OBSEQUES FINANCEMENT,136.45,2026-02-13T00:00:00,P,139427.4806,100,19024879.73,PP,FC_Taux_Infl,PP_FAC_Taux_Infl,FR42,3215199,PP_FAC_Taux_Infl,19024879.73,0,LF94TRUU,-0.00297872458600273,18968209.853002507,-56669.87699749321,AUXIA AG,Hors mandat AUXIA AG,0,-56669.87699749321,18968209.853002507,2026-02-17T00:00:00,PP_FAC_Taux,AUXIA HM ACT PIV UC,2026-02-19T00:00:00,2025-12-30T00:00:00,136979.4106,18163616.258339882,18163616.258339882,18692210.37,528594.1116601191,-528594.1116601191,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,AUXIA,AUX2E,FR0011304278,TOCQUEVILLE MID CAP EURO ISRMH,3602.55,2026-02-17T00:00:00,P,1300,1,4683315,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,7240253,PP_FAC_Act_EUR_SMC,4683315,0,M7EM,0.012365689785888,4741227.4204595955,57912.42045959551,AUXIA AG,Hors mandat AUXIA AG,0,57912.42045959551,4741227.4204595955,2026-02-18T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-02-19T00:00:00,2025-12-31T00:00:00,2700,3878112,3878112,9208296,5330184,-5330184,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,LU1105449521,AWF GL CNVRTBLS I EUR PF C,147.35,2026-02-18T00:00:00,P,15124,1,2228521.4,PP,FC_Conv_Monde,PP_FAC_Conv_Global,LU42,7240282,PP_FAC_Conv_Global,2228521.4,0,UCBIFX13,0.000603077324292614,2229865.370723041,1343.9707230408676,MMH AG,Hors mandat MUTUELLE MH AG,0,1343.9707230408676,2229865.370723041,2026-02-17T00:00:00,PP_FAC_Conv,MHM HM ACTIFS COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,15124,1962187.7600000002,1962187.7600000002,2125829.44,163641.6799999997,-163641.6799999997,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MHP,MHP2C,LU0104884605,PICTET WATER-I,651.65,2026-02-18T00:00:00,P,33430,1,21784659.5,PP,FC_Act_EUR,PP_FAC_Act_Global,LU44,1167622,PP_FAC_Act_Global,21784659.5,0,M7EM,0.012365689785888,22054041.841468196,269382.34146819636,MHP AG,Hors mandat MHP AG,0,269382.34146819636,22054041.841468196,2026-02-18T00:00:00,PP_FAC_Act,MHP HM ACT COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,33430,18738199.8,18738199.8,20738969.1,2000769.3000000007,-2000769.3000000007,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,LU1105449521,AWF GL CNVRTBLS I EUR PF C,147.35,2026-02-18T00:00:00,P,15124,1,2228521.4,PP,FC_Conv_Monde,PP_FAC_Conv_Global,LU42,7240282,PP_FAC_Conv_Global,2228521.4,0,UCBIFX13,0.000603077324292614,2229865.370723041,1343.9707230408676,MMH AG,Hors mandat MUTUELLE MH AG,0,1343.9707230408676,2229865.370723041,2026-02-17T00:00:00,PP_FAC_Conv,MHM HM ACTIFS COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,15124,1962187.7600000002,1962187.7600000002,2148969.16,186781.3999999999,-186781.3999999999,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MHP,MHP2C,LU0104884605,PICTET WATER-I,651.65,2026-02-18T00:00:00,P,33430,1,21784659.5,PP,FC_Act_EUR,PP_FAC_Act_Global,LU44,1167622,PP_FAC_Act_Global,21784659.5,0,M7EM,0.012365689785888,22054041.841468196,269382.34146819636,MHP AG,Hors mandat MHP AG,0,269382.34146819636,22054041.841468196,2026-02-18T00:00:00,PP_FAC_Act,MHP HM ACT COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,33430,18738199.8,18738199.8,20693838.599999998,1955638.799999997,-1955638.799999997,,
